derivation_chain,status_chain,halstead_difficulty
"['8219', '8220', '8221', '8222', '8223']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[21.142857142857142, 20.121951219512198, 20.121951219512198, 20.121951219512198, 3.6666666666666665]"
"['8225', '8226', '8227', '8228', '8229', '8230', '8231', '8243', '8244']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[22.543478260869563, 21.511111111111113, 21.511111111111113, 21.511111111111113, 21.511111111111113, 21.73913043478261, 21.511111111111113, 21.511111111111113, 14.341463414634145]"
"['8245', '8246']","['PARSEERROR', 'SAT']","[21.511111111111113, 14.341463414634145]"
"['8495', '8496']","['PARSEERROR', 'SAT']","[17.837209302325583, 17.837209302325583]"
"['7624', '7625']","['PARSEERROR', 'SAT']","[1.5, 1.5]"
"['7627', '7628', '7629']","['PARSEERROR', 'PARSEERROR', 'SAT']","[4.7727272727272725, 4.7727272727272725, 5.818181818181818]"
"['7651', '7652']","['PARSEERROR', 'SAT']","[6.576923076923077, 6.954545454545454]"
"['7666', '7667']","['PARSEERROR', 'SAT']","[6.46875, 3.3928571428571432]"
"['7668', '7671', '7673', '7676', '7677']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[6.300000000000001, 4.875, 4.875, 4.875, 6.9]"
"['7684', '7685', '7686', '7687', '7688', '7689']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[3.75, 4.166666666666667, 3.333333333333333, 3.333333333333333, 3.333333333333333, 2.6666666666666665]"
"['8219', '8220', '8221', '8222', '8223']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[21.142857142857142, 20.121951219512198, 20.121951219512198, 20.121951219512198, 3.6666666666666665]"
"['8225', '8226', '8227', '8228', '8229', '8230', '8231', '8243', '8244']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[22.543478260869563, 21.511111111111113, 21.511111111111113, 21.511111111111113, 21.511111111111113, 21.73913043478261, 21.511111111111113, 21.511111111111113, 14.341463414634145]"
"['8245', '8246']","['PARSEERROR', 'SAT']","[21.511111111111113, 14.341463414634145]"
"['8455', '8458', '8460', '8464', '8468', '8469', '8470', '8471', '8472', '8473', '8474', '8475', '8481', '8482', '8484', '8485', '8486']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[17.28, 21.155555555555555, 21.155555555555555, 21.155555555555555, 20.73913043478261, 17.91304347826087, 21.25, 21.25, 21.25, 16.754716981132077, 16.754716981132077, 18.31111111111111, 16.14814814814815, 16.14814814814815, 16.74074074074074, 16.74074074074074, 17.171052631578945]"
"['7699', '7700']","['PARSEERROR', 'SAT']","[4.5, 4.714285714285714]"
"['7702', '7703', '7704']","['PARSEERROR', 'PARSEERROR', 'SAT']","[14.333333333333332, 13.363636363636363, 14.36842105263158]"
"['7714', '7715', '7716']","['PARSEERROR', 'PARSEERROR', 'SAT']","[18.25925925925926, 18.25925925925926, 18.634615384615387]"
"['8154', '8155']","['PARSEERROR', 'UNSAT']","[15.272727272727273, 15.75]"
"['8157', '8158']","['PARSEERROR', 'UNSAT']","[15.757575757575758, 15.757575757575758]"
"['8159', '8160']","['PARSEERROR', 'SAT']","[15.757575757575758, 15.75]"
"['8219', '8220', '8221', '8222', '8223']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[21.142857142857142, 20.121951219512198, 20.121951219512198, 20.121951219512198, 3.6666666666666665]"
"['8225', '8226', '8227', '8228', '8229', '8230', '8231', '8243', '8244']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[22.543478260869563, 21.511111111111113, 21.511111111111113, 21.511111111111113, 21.511111111111113, 21.73913043478261, 21.511111111111113, 21.511111111111113, 14.341463414634145]"
"['8245', '8246']","['PARSEERROR', 'SAT']","[21.511111111111113, 14.341463414634145]"
"['8495', '8496']","['PARSEERROR', 'SAT']","[17.837209302325583, 17.837209302325583]"
"['8564', '8567', '8569']","['PARSEERROR', 'PARSEERROR', 'SAT']","[8.61111111111111, 5.846153846153846, 4.199999999999999]"
"['8603', '8605', '8606', '8607', '8608']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[30.857142857142858, 32.0, 28.92857142857143, 34.0, 30.857142857142858]"
"['8628', '8629', '8630']","['PARSEERROR', 'PARSEERROR', 'SAT']","[29.333333333333332, 29.333333333333332, 30.857142857142858]"
"['8631', '8632']","['PARSEERROR', 'SAT']","[32.785714285714285, 30.857142857142858]"
"['8539', '8540', '8541', '8543', '8544', '8545', '8546', '8547']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[39.86842105263158, 37.21052631578947, 37.21052631578947, 36.94444444444444, 33.25, 33.25, 33.25, 35.625]"
"['8548', '8549']","['PARSEERROR', 'SAT']","[37.21052631578947, 39.86842105263158]"
"['8555', '8556']","['PARSEERROR', 'SAT']","[39.86842105263158, 39.86842105263158]"
"['8563', '8565']","['PARSEERROR', 'SAT']","[41.05263157894737, 41.05263157894737]"
"['8585', '8586']","['PARSEERROR', 'SAT']","[43.81578947368421, 43.81578947368421]"
"['8587', '8588']","['PARSEERROR', 'SAT']","[45.0, 43.81578947368421]"
"['8594', '8595', '8596', '8597', '8598', '8599']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[42.0, 42.0, 42.0, 45.0, 45.0, 45.0]"
"['8601', '8602']","['PARSEERROR', 'SAT']","[45.78947368421053, 45.78947368421053]"
"['8634', '8635']","['PARSEERROR', 'SAT']","[31.6, 28.5]"
"['8219', '8220', '8221', '8222', '8223']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[21.142857142857142, 20.121951219512198, 20.121951219512198, 20.121951219512198, 3.6666666666666665]"
"['8225', '8226', '8227', '8228', '8229', '8230', '8231', '8243', '8244']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[22.543478260869563, 21.511111111111113, 21.511111111111113, 21.511111111111113, 21.511111111111113, 21.73913043478261, 21.511111111111113, 21.511111111111113, 14.341463414634145]"
"['8245', '8246']","['PARSEERROR', 'SAT']","[21.511111111111113, 14.341463414634145]"
"['8746', '8747', '8748']","['PARSEERROR', 'PARSEERROR', 'SAT']","[12.142857142857142, 12.142857142857142, 10.928571428571427]"
"['8219', '8220', '8221', '8222', '8223']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[21.142857142857142, 20.121951219512198, 20.121951219512198, 20.121951219512198, 3.6666666666666665]"
"['8225', '8226', '8227', '8228', '8229', '8230', '8231', '8243', '8244']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[22.543478260869563, 21.511111111111113, 21.511111111111113, 21.511111111111113, 21.511111111111113, 21.73913043478261, 21.511111111111113, 21.511111111111113, 14.341463414634145]"
"['8245', '8246']","['PARSEERROR', 'SAT']","[21.511111111111113, 14.341463414634145]"
"['8679', '8680']","['PARSEERROR', 'SAT']","[12.375, 12.375]"
"['8681', '8682']","['PARSEERROR', 'SAT']","[12.375, 12.375]"
"['8751', '8752']","['PARSEERROR', 'SAT']","[8.571428571428571, 7.428571428571429]"
"['8773', '8774', '8775', '8776', '8777', '8778', '8779', '8780', '8781', '8782']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.0, 8.571428571428571, 9.0, 9.0, 22.03125, 22.5, 22.03125, 23.529411764705884, 22.058823529411768, 23.529411764705884]"
"['8785', '8786', '8787']","['PARSEERROR', 'PARSEERROR', 'SAT']","[23.529411764705884, 23.529411764705884, 23.529411764705884]"
"['8806', '8807', '8808', '8809']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[13.75, 13.75, 13.75, 15.0]"
"['8813', '8814', '8815']","['PARSEERROR', 'PARSEERROR', 'SAT']","[13.75, 12.5, 13.75]"
"['8823', '8824', '8826', '8827']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[13.75, 13.75, 13.75, 13.75]"
"['8830', '8831', '8832']","['PARSEERROR', 'PARSEERROR', 'SAT']","[13.75, 13.75, 12.5]"
"['8833', '8834', '8835', '8836', '8837']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[12.5, 12.5, 12.5, 11.25, 12.5]"
"['8842', '8843', '8844', '8845', '8846', '8847', '8848', '8849', '8850', '8851', '8852', '8853', '8854', '8855', '8856', '8857']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[13.75, 13.75, 13.75, 12.5, 11.571428571428573, 11.571428571428573, 12.857142857142858, 12.857142857142858, 12.857142857142858, 12.857142857142858, 12.857142857142858, 14.928571428571429, 12.5, 12.5, 13.125, 13.5]"
"['8865', '8866']","['PARSEERROR', 'SAT']","[13.75, 12.5]"
"['8868', '8869']","['PARSEERROR', 'SAT']","[13.75, 12.5]"
"['8870', '8871']","['PARSEERROR', 'UNSAT']","[11.11111111111111, 13.75]"
"['8939', '8940', '8941']","['PARSEERROR', 'PARSEERROR', 'SAT']","[46.9, 46.9, 46.9]"
"['7287', '7288']","['PARSEERROR', 'SAT']","[5.5, 6.857142857142857]"
"['8955', '8956']","['PARSEERROR', 'SAT']","[21.0, 22.0]"
"['8959', '8960']","['PARSEERROR', 'SAT']","[25.61764705882353, 23.647058823529413]"
"['8965', '8966']","['PARSEERROR', 'SAT']","[31.055555555555554, 31.416666666666664]"
"['6975', '6976']","['PARSEERROR', 'SAT']","[14.142857142857144, 12.857142857142858]"
"['9112', '9113']","['PARSEERROR', 'SAT']","[22.058823529411768, 22.058823529411768]"
"['9117', '9118']","['PARSEERROR', 'UNSAT']","[26.0, 26.0]"
"['8519', '8521', '8522', '8523', '8524', '8526', '8529', '8532']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[9.0, 9.0, 9.0, 8.0, 9.0, 9.0, 9.0, 5.333333333333333]"
"['8535', '8536']","['PARSEERROR', 'SAT']","[6.192307692307692, 6.461538461538462]"
"['8662', '8663', '8664', '8665', '8666']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[7.388888888888889, 7.388888888888889, 7.388888888888889, 7.388888888888889, 7.318181818181818]"
"['8688', '8689']","['PARSEERROR', 'SAT']","[2.4, 2.4]"
"['8706', '8707', '8708']","['PARSEERROR', 'PARSEERROR', 'SAT']","[11.852941176470589, 13.588235294117647, 12.617647058823529]"
"['8713', '8714']","['PARSEERROR', 'SAT']","[13.38235294117647, 13.0]"
"['8722', '8723', '8724', '8725']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[26.352941176470587, 26.22222222222222, 27.555555555555557, 27.555555555555557]"
"['8726', '8727']","['PARSEERROR', 'SAT']","[5.03125, 5.366666666666667]"
"['8728', '8729', '8730', '8731']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.666666666666666, 11.631578947368421, 11.631578947368421, 12.277777777777777]"
"['8735', '8736', '8737']","['PARSEERROR', 'PARSEERROR', 'SAT']","[21.75, 21.75, 21.75]"
"['8760', '8761']","['PARSEERROR', 'SAT']","[20.0, 21.599999999999998]"
"['8763', '8764', '8765', '8766']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[39.82758620689655, 41.637931034482754, 41.637931034482754, 38.862068965517246]"
"['8819', '8820']","['PARSEERROR', 'SAT']","[27.666666666666668, 28.333333333333332]"
"['8874', '8875', '8876']","['PARSEERROR', 'PARSEERROR', 'SAT']","[38.95161290322581, 40.25, 41.63793103448276]"
"['8877', '8878']","['PARSEERROR', 'SAT']","[40.25, 41.63793103448276]"
"['8880', '8883']","['PARSEERROR', 'SAT']","[40.6, 41.63793103448276]"
"['8884', '8885']","['PARSEERROR', 'UNSAT']","[42.53333333333333, 42.16666666666667]"
"['8887', '8888', '8889']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[40.91379310344828, 40.91379310344828, 40.91379310344828]"
"['8892', '8893']","['PARSEERROR', 'SAT']","[41.275862068965516, 41.275862068965516]"
"['8902', '8903']","['PARSEERROR', 'SAT']","[39.310344827586206, 38.96551724137931]"
"['8904', '8905']","['PARSEERROR', 'SAT']","[39.310344827586206, 39.310344827586206]"
"['8915', '8916', '8917']","['PARSEERROR', 'PARSEERROR', 'SAT']","[39.696969696969695, 42.65625, 40.625]"
"['8926', '8927', '8928', '8929']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[44.0, 44.0, 42.984375, 42.65625]"
"['8931', '8932']","['PARSEERROR', 'SAT']","[42.984375, 42.984375]"
"['8970', '8971', '8972']","['PARSEERROR', 'PARSEERROR', 'SAT']","[43.4375, 39.09090909090909, 31.948275862068968]"
"['8975', '8976']","['PARSEERROR', 'SAT']","[34.44827586206897, 34.13793103448276]"
"['8977', '8978', '8979']","['PARSEERROR', 'PARSEERROR', 'SAT']","[35.357142857142854, 35.357142857142854, 33.15]"
"['8982', '8983']","['PARSEERROR', 'SAT']","[34.83870967741936, 34.54838709677419]"
"['9248', '9249', '9250']","['PARSEERROR', 'PARSEERROR', 'SAT']","[1.5, 2.25, 2.25]"
"['9393', '9395', '9399', '9401', '9404', '9406', '9409', '9410', '9414', '9416']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[17.0, 17.0, 15.785714285714285, 15.785714285714285, 15.785714285714285, 15.785714285714285, 15.785714285714285, 15.785714285714285, 15.785714285714285, 15.785714285714285]"
"['9032', '9033']","['PARSEERROR', 'SAT']","[6.3, 7.2]"
"['9035', '9036']","['PARSEERROR', 'SAT']","[8.8, 9.6]"
"['9037', '9038']","['PARSEERROR', 'SAT']","[7.700000000000001, 6.6000000000000005]"
"['9039', '9040']","['PARSEERROR', 'SAT']","[6.6000000000000005, 6.0]"
"['9050', '9051']","['PARSEERROR', 'SAT']","[9.1, 8.4]"
"['6975', '6976']","['PARSEERROR', 'SAT']","[14.142857142857144, 12.857142857142858]"
"['6957', '6958']","['PARSEERROR', 'SAT']","[14.399999999999999, 15.0]"
"['6957', '6958']","['PARSEERROR', 'SAT']","[14.399999999999999, 15.0]"
"['6957', '6958']","['PARSEERROR', 'SAT']","[14.399999999999999, 15.0]"
"['6960', '6961', '6962', '6963', '6964']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[18.125, 18.125, 18.125, 18.75, 20.3]"
"['9110', '9111']","['PARSEERROR', 'SAT']","[12.375, 12.375]"
"['9386', '9388']","['PARSEERROR', 'SAT']","[10.333333333333334, 6.107142857142858]"
"['8393', '8404', '8405', '8533']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[61.199999999999996, 61.199999999999996, 61.199999999999996, 46.9]"
"['8634', '8635']","['PARSEERROR', 'SAT']","[31.6, 28.5]"
"['8654', '8655']","['PARSEERROR', 'SAT']","[25.63888888888889, 25.63888888888889]"
"['9281', '9282']","['PARSEERROR', 'SAT']","[30.333333333333332, 32.5]"
"['9285', '9286']","['PARSEERROR', 'SAT']","[32.11764705882353, 32.11764705882353]"
"['9288', '9289']","['PARSEERROR', 'SAT']","[32.11764705882353, 32.11764705882353]"
"['9290', '9291']","['PARSEERROR', 'SAT']","[29.441176470588236, 29.441176470588236]"
"['8354', '8355', '8356']","['PARSEERROR', 'PARSEERROR', 'SAT']","[26.957142857142856, 26.957142857142856, 24.242424242424242]"
"['8357', '8358', '8359', '8360', '8368', '8369', '8370', '8371', '8372', '8373', '8394', '8395', '8550', '8551', '8552', '8553', '8554', '8557', '8558', '8559', '8560', '8561', '8562', '8566', '8568', '8570', '8571', '8572', '8573', '8574', '8576']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[26.957142857142856, 28.75, 28.75, 28.75, 25.175, 25.175, 24.230769230769234, 24.230769230769234, 23.625, 24.230769230769234, 23.625, 22.263157894736842, 30.0, 30.0, 30.0, 30.0, 30.0, 28.5, 28.5, 30.0, 30.0, 32.08333333333333, 32.08333333333333, 34.22222222222222, 34.22222222222222, 34.22222222222222, 31.208333333333336, 31.208333333333336, 31.208333333333336, 31.208333333333336, 31.791666666666664]"
"['8580', '8581']","['PARSEERROR', 'UNSAT']","[30.599999999999998, 31.5]"
"['9297', '9298']","['PARSEERROR', 'SAT']","[25.411764705882355, 27.529411764705884]"
"['9299', '9300', '9301', '9302']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[25.411764705882355, 25.411764705882355, 25.411764705882355, 27.529411764705884]"
"['9303', '9304', '9305', '9306', '9307', '9308']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[26.0, 26.0, 28.0, 26.0, 26.0, 28.0]"
"['9309', '9310']","['PARSEERROR', 'SAT']","[28.0, 28.0]"
"['9311', '9312', '9313', '9314', '9315', '9316', '9317', '9318', '9319', '9320']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[28.368421052631575, 28.368421052631575, 28.368421052631575, 28.368421052631575, 28.368421052631575, 26.599999999999998, 28.0, 28.0, 28.0, 29.555555555555557]"
"['9269', '9271', '9272', '9273', '9274']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[7.0, 7.583333333333333, 7.583333333333333, 7.583333333333333, 8.666666666666666]"
"['9330', '9331', '9332', '9333', '9334', '9335']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[20.64705882352941, 20.64705882352941, 21.235294117647058, 21.235294117647058, 21.235294117647058, 12.142857142857142]"
"['7699', '7700']","['PARSEERROR', 'SAT']","[4.5, 4.714285714285714]"
"['7702', '7703', '7704']","['PARSEERROR', 'PARSEERROR', 'SAT']","[14.333333333333332, 13.363636363636363, 14.36842105263158]"
"['7714', '7715', '7716']","['PARSEERROR', 'PARSEERROR', 'SAT']","[18.25925925925926, 18.25925925925926, 18.634615384615387]"
"['8154', '8155']","['PARSEERROR', 'UNSAT']","[15.272727272727273, 15.75]"
"['8157', '8158']","['PARSEERROR', 'UNSAT']","[15.757575757575758, 15.757575757575758]"
"['8159', '8160']","['PARSEERROR', 'SAT']","[15.757575757575758, 15.75]"
"['9428', '9457']","['PARSEERROR', 'SAT']","[8.59375, 15.42857142857143]"
"['8354', '8355', '8356']","['PARSEERROR', 'PARSEERROR', 'SAT']","[26.957142857142856, 26.957142857142856, 24.242424242424242]"
"['8357', '8358', '8359', '8360', '8368', '8369', '8370', '8371', '8372', '8373', '8394', '8395', '8550', '8551', '8552', '8553', '8554', '8557', '8558', '8559', '8560', '8561', '8562', '8566', '8568', '8570', '8571', '8572', '8573', '8574', '8576']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[26.957142857142856, 28.75, 28.75, 28.75, 25.175, 25.175, 24.230769230769234, 24.230769230769234, 23.625, 24.230769230769234, 23.625, 22.263157894736842, 30.0, 30.0, 30.0, 30.0, 30.0, 28.5, 28.5, 30.0, 30.0, 32.08333333333333, 32.08333333333333, 34.22222222222222, 34.22222222222222, 34.22222222222222, 31.208333333333336, 31.208333333333336, 31.208333333333336, 31.208333333333336, 31.791666666666664]"
"['8580', '8581']","['PARSEERROR', 'UNSAT']","[30.599999999999998, 31.5]"
"['9258', '9259', '9260', '9261', '9262', '9263', '9264']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[31.5, 31.5, 31.5, 31.5, 31.5, 31.5, 31.5]"
"['9385', '9387', '9390', '9391', '9392', '9394', '9396', '9398', '9400', '9402', '9408', '9412', '9415']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[15.785714285714285, 15.785714285714285, 14.57142857142857, 14.57142857142857, 14.57142857142857, 14.57142857142857, 14.57142857142857, 14.0, 14.57142857142857, 14.57142857142857, 14.57142857142857, 14.57142857142857, 14.57142857142857]"
"['9444', '9446']","['PARSEERROR', 'SAT']","[10.214285714285715, 9.035714285714285]"
"['9484', '9485', '9487', '9489', '9490']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[15.785714285714285, 15.785714285714285, 15.785714285714285, 15.785714285714285, 15.785714285714285]"
"['7287', '7288']","['PARSEERROR', 'SAT']","[5.5, 6.857142857142857]"
"['7553', '7554', '7555', '7556', '7557', '7558', '7559', '7560', '7561', '7562', '7563', '7564', '7565', '7566']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[7.233333333333334, 7.700000000000001, 7.65625, 8.75, 9.0, 7.65625, 6.78125, 7.21875, 8.5, 8.5, 8.5, 6.766666666666667, 6.766666666666667, 6.0]"
"['7571', '7572']","['PARSEERROR', 'SAT']","[12.09375, 11.53125]"
"['7576', '7577', '7578', '7579', '7580']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[11.5, 12.176470588235295, 12.176470588235295, 13.823529411764707, 13.529411764705884]"
"['7582', '7583']","['PARSEERROR', 'SAT']","[17.794117647058822, 18.11764705882353]"
"['7591', '7592', '7593']","['PARSEERROR', 'PARSEERROR', 'SAT']","[26.0, 26.0, 26.0]"
"['7725', '7726']","['PARSEERROR', 'SAT']","[25.63888888888889, 24.916666666666668]"
"['9386', '9388']","['PARSEERROR', 'SAT']","[10.333333333333334, 6.107142857142858]"
"['9389', '9397', '9403', '9405', '9407', '9419', '9420', '9423', '9424', '9445']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.333333333333334, 8.59375, 7.8125, 7.8125, 7.8125, 7.8125, 7.8125, 7.1875, 6.3, 9.035714285714285]"
"['9427', '9431', '9433', '9438', '9439', '9440', '9443']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[6.9, 6.9, 6.9, 7.666666666666667, 8.214285714285714, 8.214285714285714, 8.214285714285714]"
"['9465', '9471', '9472', '9475', '9476']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[18.0, 18.0, 18.0, 18.0, 13.285714285714286]"
"['9529', '9530']","['PARSEERROR', 'SAT']","[34.0, 34.0]"
"['9534', '9535']","['PARSEERROR', 'SAT']","[29.142857142857142, 34.0]"
"['9532', '9533', '9536', '9546']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[14.5, 16.5, 11.423076923076923, 15.076923076923077]"
"['9506', '9510']","['PARSEERROR', 'SAT']","[18.2, 16.25]"
"['9526', '9527']","['PARSEERROR', 'SAT']","[15.166666666666668, 17.0625]"
"['9411', '9413', '9417', '9418']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[15.321428571428571, 15.321428571428571, 14.142857142857142, 8.214285714285714]"
"['9425', '9426']","['PARSEERROR', 'SAT']","[9.857142857142858, 9.035714285714285]"
"['9432', '9434']","['PARSEERROR', 'SAT']","[10.214285714285715, 10.214285714285715]"
"['9467', '9468', '9469']","['PARSEERROR', 'PARSEERROR', 'SAT']","[15.785714285714285, 15.785714285714285, 15.785714285714285]"
"['9514', '9516', '9519', '9520']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[23.125, 23.125, 23.125, 23.125]"
"['9539', '9541']","['PARSEERROR', 'SAT']","[15.615384615384617, 15.076923076923077]"
"['9570', '9571', '9572', '9573']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[12.0, 26.714285714285715, 26.714285714285715, 28.8]"
"['13232', '13233']","['PARSEERROR', 'SAT']","[1.0, 1.0]"
"['10967', '10968']","['PARSEERROR', 'SAT']","[11.25, 12.142857142857142]"
"['7287', '7288']","['PARSEERROR', 'SAT']","[5.5, 6.857142857142857]"
"['11024', '11026', '11027', '11028', '11029']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[132.58928571428572, 135.14285714285714, 135.33928571428572, 135.92857142857142, 135.33928571428572]"
"['11032', '11033', '11034', '11035']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[132.43373493975903, 132.43373493975903, 135.33928571428572, 133.74705882352941]"
"['7287', '7288']","['PARSEERROR', 'SAT']","[5.5, 6.857142857142857]"
