derivation_chain,status_chain,halstead_difficulty
"['7JMvNnreFfC8j9HhN', 'FyYPc6r49mhJxap9J']","['PARSEERROR', 'UNSAT']","[11.785714285714285, 11.785714285714285]"
"['n5cMMzM97AbwQ73mh', 'onP2nvkJY3YWjux9y']","['PARSEERROR', 'SAT']","[12.100000000000001, 12.964285714285715]"
"['fPkMXCCa2HxjmoZjG', '7A77TfyysoxD7dnad']","['PARSEERROR', 'UNSAT']","[14.399999999999999, 15.42857142857143]"
"['QcGLGDa8GMzFLgtAj', '7Z4AuzesCvBCtopkz']","['PARSEERROR', 'SAT']","[14.142857142857142, 14.142857142857142]"
"['RK3PTyZrgDQLX3dCn', 'BNQ7Jk7wYnPxZc2kW']","['PARSEERROR', 'SAT']","[9.230769230769232, 8.307692307692308]"
"['yoC5yCLziRJSdHtn7', 'EEdEBBebZ3kKhnA6s']","['PARSEERROR', 'UNSAT']","[6.769230769230769, 7.333333333333333]"
"['hETrXu3aHnuJBe3uh', 'h4mKQasQ7mBN8mAtW']","['PARSEERROR', 'SAT']","[15.321428571428571, 16.5]"
"['uoH4av5B79Fhg76Wh', 'eakNxvMaaxndJGFaa']","['PARSEERROR', 'SAT']","[12.0, 13.0]"
"['hH5DN65phvQCBFFg8', 'hGLzMDwP95gT8jw7B']","['PARSEERROR', 'UNSAT']","[10.607142857142858, 11.423076923076923]"
"['PHgi2AgFFwFK7Qewk', 'PXTSnN363Hi7AEb9C', 'MxAZC6HFBT54AaLP4', 'aGiA86nAtxfER3SAW', '6gsJ6uXRDAGm6T2EY']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[6.461538461538462, 7.071428571428571, 7.0, 7.333333333333333, 7.333333333333333]"
"['hZhfBfYWTrkwXS8vY', 'dbZ6twrs9ApxLteEE']","['PARSEERROR', 'SAT']","[14.733333333333333, 15.785714285714285]"
"['gdS5fiPx9eZGP5vy9', 'no9ZRtadzLXycQfSG', 'LStpc5sA38WmoSjHJ']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[7.071428571428571, 6.285714285714286, 7.333333333333333]"
"['LWyQJCB7hrMuDsfHC', 'iPKqN35eDp8akMp8e']","['PARSEERROR', 'UNSAT']","[7.333333333333333, 7.333333333333333]"
"['azAcG7Tx3GYMmuvTR', 'joqcE6PDCjWtGjryn']","['PARSEERROR', 'SAT']","[9.321428571428573, 11.153846153846153]"
"['CYKwc6KDvaf93HDe9', '2Ckb7q5RBRNqYRRoG']","['PARSEERROR', 'UNSAT']","[12.178571428571429, 13.115384615384615]"
"['sZ8JLd9EW4YiJjNZs', 'BqYk78twtR6QjFJnB']","['PARSEERROR', 'UNSAT']","[10.0, 10.769230769230768]"
"['G9wqKtMv9x3rp5aFJ', 'R2X2bLNghqKmivSeg']","['PARSEERROR', 'SAT']","[11.458333333333334, 9.583333333333334]"
"['JtNFbXSxwq2EnTwf3', 'ZH6iJyodKiS6yTDoD']","['PARSEERROR', 'SAT']","[11.916666666666666, 9.583333333333334]"
"['Teyoz8eDTckrxE8e7', 'BBMjPbX5KYjxdY7R3', 'jrAymskB82z9BDaNS']","['PARSEERROR', 'PARSEERROR', 'SAT']","[15.857142857142858, 15.857142857142858, 15.857142857142858]"
"['7yC3GMmoJkyLQP42X', 'Pp9jfyuLvDijvum9o']","['PARSEERROR', 'UNSAT']","[7.384615384615385, 8.653846153846153]"
"['uoJZwymJwSf2bQhS2', 'yshBPCgiM5sXxef8E']","['PARSEERROR', 'SAT']","[13.8125, 14.733333333333333]"
"['d9HyAHe8nWd2DGkgh', 'sz7yWfFnwBLbiFBBp']","['PARSEERROR', 'SAT']","[11.733333333333333, 12.571428571428571]"
"['s4fH2whcwAM8owP4d', 'WtvFBSBpL9ZBKYmSD', 'iRz52axqjLaYmRQqT']","['PARSEERROR', 'PARSEERROR', 'SAT']","[13.285714285714286, 13.285714285714286, 13.714285714285714]"
"['fL4aSvNhHikTQeLAw', 'k9FbP2pieAk23pjXe']","['PARSEERROR', 'SAT']","[12.8, 13.714285714285714]"
"['L5uZD9eywt2ZvRQpp', 'nhfh9epF9ZXpqAujr']","['PARSEERROR', 'SAT']","[15.42857142857143, 16.714285714285715]"
"['uFz7h6z473r4tush7', 'SLDgLepyTWrQGkT8k']","['PARSEERROR', 'UNSAT']","[8.653846153846153, 8.653846153846153]"
"['gaKruhxm7KkQdEouR', 'MS9E6q697XD9DCmqB']","['PARSEERROR', 'UNSAT']","[11.25, 11.666666666666668]"
"['CKAtLdrniSsBXpCqD', '6HP2cZAYAA37YJw6Q']","['PARSEERROR', 'UNSAT']","[10.769230769230768, 11.666666666666668]"
"['swJHnSN5yfccc5MEF', 'SDPwoMk5KvEuRK9L8', '49wS6sPNfuynwp949']","['PARSEERROR', 'PARSEERROR', 'SAT']","[6.769230769230769, 7.333333333333333, 7.333333333333333]"
"['CEMzhgfTs7uXMwNsm', 'BsNxbBEsBHTZchwNf']","['PARSEERROR', 'UNSAT']","[8.846153846153847, 9.583333333333334]"
"['eWqWNGRmfEfMAuA2M', 'L2zBncbuhQGHyox67', '5tb9wcQyiztjqbuoc']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[10.0, 10.769230769230768, 11.153846153846153]"
"['LuGPA654YK9xx72JZ', 'aLrvjXy5wa3sR7vRD']","['PARSEERROR', 'UNSAT']","[12.0, 13.0]"
"['KXDyKofPBn3ireFCY', 'JB9CkLcconddGYWX5', 'MWS7BrSvooijsaJL4', 't9StzNPismnyu6P3w', 'etHRRFbPaMz5KMhMk', 'KkhQZoStn5hHiCTA5', 'QjgYyHwXeMDyLfDM2', 'cNwcyDoTMCD3m3rYw', 'kCErSxXWJtufD4G2z', 'CgcX2c9nr5iL5xPei', '9nWY5ohQXbTaApaZe']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[7.875, 7.875, 7.875, 7.0, 7.875, 7.071428571428571, 8.25, 7.333333333333333, 7.333333333333333, 7.333333333333333, 9.583333333333334]"
"['ZTERdXhKcNBfd7gEa', 'xPed3WGdocteu2Gkx', 'WGWiJNFMTRdrFj78w']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.653846153846153, 8.653846153846153, 8.653846153846153]"
"['rzqpyzH3N3mde8Q9r', 'aiqe97BgfYDETmjfx']","['PARSEERROR', 'SAT']","[8.307692307692308, 9.0]"
"['YhyAomvoaA2tbFujw', 'zk9piNSgsNPBc2bDW', 'vPECnu52RrNvnc8P3', 'uZeu4eJgKmEkWtSCp']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[9.409090909090908, 9.409090909090908, 7.636363636363637, 8.590909090909092]"
"['vtPDPmYxBNPHtdjeW', 'Pn7Gi89JfPiB8fTAa', 'NeEJb5fwnAWbbNtfM', 'fiAPL99qxYyDryfDa', 'wWgjQDjzhhiazGmMm']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[9.0, 9.0, 8.625, 8.625, 9.583333333333334]"
"['B8gBs5gdKnMcZmijx', 'pYcz7TZimofyTaEss', '37rnLPTJ6WYxqEEzf']","['PARSEERROR', 'PARSEERROR', 'SAT']","[9.409090909090908, 9.409090909090908, 10.454545454545453]"
"['E4BnxtEiCS6YmYtEW', 'TQeN7BDevWLiRYFYr']","['PARSEERROR', 'SAT']","[10.454545454545453, 10.454545454545453]"
"['p6JepgbYwzjxsohHn', 'QyWETScEx6cGLPTQT']","['PARSEERROR', 'SAT']","[10.909090909090908, 10.909090909090908]"
"['hQ5jHWwo6xTBNMP5f', '7Rz47mzJvdpXkdmom']","['PARSEERROR', 'SAT']","[8.590909090909092, 7.636363636363637]"
"['nocjfHMk4tQQJJAZb', 'Xid3vCtHSnvnDrCiq', '3pCyL3SvETRh8z2Bi']","['PARSEERROR', 'PARSEERROR', 'SAT']","[9.375, 9.375, 10.227272727272728]"
"['8mPrsJxWhCHa4p6r9', 'jTRyfnooPeY6ycQpa', 'ygsEcr3v7EbTx7JsE']","['PARSEERROR', 'PARSEERROR', 'SAT']","[4.909090909090909, 4.909090909090909, 4.909090909090909]"
"['D66HRoCyTZ3cZFgFe', 'Ch5BDKfT3pwafN7Pi']","['PARSEERROR', 'UNSAT']","[7.636363636363637, 7.636363636363637]"
"['Abg5n8ap8D8X3nkfD', 'Pv3wL7y3jZgyPnP2n']","['PARSEERROR', 'UNSAT']","[11.0, 11.0]"
"['WGSRmizNs7nHK5feG', 'pMqqQExHze7psuheZ', 'T59Z7Jc9vTXLdK6Ae']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[5.923076923076923, 6.416666666666666, 7.333333333333333]"
"['XL5C8A5nKPkR6aLkx', '9ZLixrJh8yuCZYYKM']","['PARSEERROR', 'UNSAT']","[8.25, 9.583333333333334]"
"['3NRkoWob4yaxwxWGm', 'RDh8bLhN9muH3GcNZ']","['PARSEERROR', 'UNSAT']","[13.866666666666667, 14.3]"
"['qjnuLiSA9ygWNWgLv', 'ca2bXTDnfpZsSPaHp']","['PARSEERROR', 'UNSAT']","[16.25, 16.25]"
"['utRPKSWqcubeZQ9hH', 'ZsJRa6qPHujsX8wGa']","['PARSEERROR', 'UNSAT']","[12.26923076923077, 13.291666666666666]"
"['9tvMq6KHfeF3uT3wZ', 'BePTaKMKxcQBKxuLJ']","['PARSEERROR', 'UNSAT']","[10.909090909090908, 13.291666666666666]"
"['hyYg4k47A5F2sKY45', 'sTZ8ASQqAGsXzFpQB', 'XC2ueCrzuDd3zMm7c']","['PARSEERROR', 'PARSEERROR', 'SAT']","[9.285714285714286, 9.285714285714286, 8.653846153846153]"
"['fdWENcjWry2sEjSkv', 'RgyMAkh6u73ndzTHJ', 'WqqCEMi6NnDdTFxMS', 'sjqZQhytrjfA2YoaQ', 'aY8P5rYxC96iz9p6b']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[9.583333333333334, 9.583333333333334, 9.583333333333334, 9.583333333333334, 9.583333333333334]"
"['tC6pAcM3a8ZBhbR2h', 'zXa2PRRSAvkj8gDie', 'RhZdqrh3b8rw9EYWg']","['PARSEERROR', 'PARSEERROR', 'SAT']","[9.642857142857142, 7.384615384615385, 8.653846153846153]"
"['mHsqDZWYWiLyq95Sj', 'nZouXXBXvGtpP4SMg', 'si2vd3h3YeGagWGNh']","['PARSEERROR', 'PARSEERROR', 'SAT']","[8.653846153846153, 7.384615384615385, 8.653846153846153]"
"['mGZ4AnhmxGYiec7EB', 'KoLbWKJJSh8SzBBvu', 'izZKC6pRmr9y5cjTt', 'KNYvFLDwdBvJvDtzM', 'cQtGMhovKdNWn6kiB', 'Jrjcf8ufTR6wZ3j9K']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.653846153846153, 8.653846153846153, 8.653846153846153, 9.0, 8.653846153846153, 10.214285714285715]"
"['pDaMnfdKQAg5gHqq2', 'q8m8GKPAk82L6PapT', 'gmpLoFb2yRQ7g3xRz', 'fnZLdTMFPkHvmCJt3', 'ci72eDkL45tdoJi8B']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.653846153846153, 8.653846153846153, 8.035714285714286, 11.571428571428571, 11.0]"
"['TDjAHh5wJbk5QZ7hK', 'ta5zZRfNGMpHpziet', 'bxWE5ACmpvMXG6SzD', 'A4f3bABzPGmA3Xgtc', 'bn6Xsa6ZriFZytT4t', 'ybmSzoZGmt59jv7W8']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[9.625, 9.0, 9.642857142857142, 9.642857142857142, 9.642857142857142, 9.642857142857142]"
"['ixRXFk9FZwquQoPZJ', 'akcdSY6GxenLh7zff']","['PARSEERROR', 'SAT']","[10.0, 9.642857142857142]"
"['xTYhYhSuECf4dta87', 'Q3eSsRh73CnhKZijb']","['PARSEERROR', 'UNSAT']","[9.583333333333334, 9.583333333333334]"
"['7ubAHMhLYFM8RjsoL', 'NfJa5Geu4Y2dCXofd']","['PARSEERROR', 'SAT']","[9.692307692307692, 9.346153846153847]"
"['E5Roc7CBhM5qNudQw', 'Kon8uT89aEdg6dAgr', 'di55siJH68pMLRxiP']","['PARSEERROR', 'PARSEERROR', 'SAT']","[12.8125, 12.8125, 8.653846153846153]"
"['25Fe39k2XzEsjE58P', 'PwspQY7iswke2MbKQ', 'PH6hTbkSk5uSQo7WR']","['PARSEERROR', 'PARSEERROR', 'SAT']","[15.714285714285715, 17.57142857142857, 17.57142857142857]"
"['SvvDBraqPzRm7W8BT', 'AhhYXbhgqaDpJakJX', '34xpQuvwKLoe4pnp2']","['PARSEERROR', 'PARSEERROR', 'SAT']","[12.26923076923077, 12.26923076923077, 14.999999999999998]"
"['NsztiPP4WATmN6txu', 'oiAJCSGo87Z9aarzM', 'AkoLsPR5kATxEcsKx']","['PARSEERROR', 'PARSEERROR', 'SAT']","[9.346153846153847, 13.846153846153845, 10.384615384615385]"
"['C2oAw9TJizTTugqdL', 'vzthCovYrPMRqysu5']","['PARSEERROR', 'SAT']","[11.846153846153845, 12.833333333333334]"
"['DkPPoudj8PheuAmhc', 'e74KGXn9FaEybXry2']","['PARSEERROR', 'SAT']","[13.846153846153847, 11.153846153846153]"
"['utPj8LXHXXQMGmpiv', 'GW8FmyFDBGMSYgLpz']","['PARSEERROR', 'SAT']","[9.583333333333334, 9.583333333333334]"
"['b4f5EgxdSdYWFkJaJ', 'qoG9o4kYnnZcfTov4', 'BLC3BRMhqsaGSmgXC']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[12.692307692307692, 12.692307692307692, 12.692307692307692]"
"['fZWf5GXqhgZFJKNh2', 'QNfzWSNCPhApmuusz', 'rfbgqkTZoeA6bs27Y', 'CH7R9ivbZMpGYPKpZ', 'n37HcJNWM44HoBf76', 'kd32XWX4t4nzYTzDm']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[12.692307692307692, 12.692307692307692, 12.692307692307692, 12.692307692307692, 12.692307692307692, 12.692307692307692]"
"['fbJ5dmaZd8RELcjQm', 'RJ6LXFBgXahxHjFbM']","['PARSEERROR', 'SAT']","[9.615384615384615, 9.615384615384615]"
"['vMzhkgMYKeubX8Jph', 'rnnPs5ctZZgW4EWqn', 'TBKPujvPc9kBegr2g']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[10.384615384615385, 10.384615384615385, 11.423076923076923]"
"['PanvLWPfL3XZ9ioZ5', '2HKvenc4udmoHEygD']","['PARSEERROR', 'SAT']","[13.866666666666667, 14.857142857142856]"
"['4g6X8KKxRxCiQNN5h', 'TbXdcyXrhaZu4mGFT']","['PARSEERROR', 'UNSAT']","[16.25, 17.5]"
"['2vxr6hatDRF9fAQS5', 'WyGhpuTbNJmQ2urPq', 'avNepzwQ2NJR6EXZv']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[16.25, 16.25, 16.25]"
"['yuBeS2FcZpXNACsNJ', 'aKGKGLTNoS869c5Ga', 'Zthbf6JHEtfBhAkbM']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[16.25, 16.25, 16.25]"
"['rZocWDBfHqJ6zzQN3', 'gN2i7jEcuoJuXrfXE']","['PARSEERROR', 'SAT']","[11.538461538461538, 11.538461538461538]"
"['xDvRGwzSarmkbK9SJ', 'T7Bwfff3HRhWF3Tma', 'iiA454T9P9J4a5gsq']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[13.200000000000001, 13.200000000000001, 13.714285714285714]"
"['qA2aAeCgr8utEGnc5', 'ug63eh4aKCN7DBbop', 'KyJyFFMSPwPC7PZkN']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[14.392857142857144, 14.392857142857144, 14.392857142857144]"
"['3M8LyczN8yMYhCFgu', 'HjD7S6tGTTunWmxM3', 'jtCSwp4SCBcMbTsLq', 'PcSsng9KNTTuNk4yo']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[14.57142857142857, 14.57142857142857, 14.57142857142857, 14.57142857142857]"
"['NXeLrg7t8yBarA6oh', '7vztuoaRrMszLAPDT', 'nY6zFMoqdY3rPP5BP']","['PARSEERROR', 'PARSEERROR', 'SAT']","[7.961538461538462, 7.961538461538462, 8.625]"
"['YvjzQr9oFs4Hxs9PN', 'RWh8Renu6ErLCdttt']","['PARSEERROR', 'UNSAT']","[9.0, 9.0]"
"['4DkmPnABT3pyQS7wo', 'qQk9NqrsnM6cqwCrF', '4c4qvCDJYEqQZEqB9']","['PARSEERROR', 'PARSEERROR', 'SAT']","[8.307692307692308, 9.230769230769232, 14.307692307692307]"
"['pXdhcTPidSfKuwT86', 'yvTjCBnagSqh59Psa']","['PARSEERROR', 'UNSAT']","[8.357142857142858, 7.636363636363637]"
"['6t3JbWedciLZvXCxK', '67P22cFtbT9dTFscp']","['PARSEERROR', 'UNSAT']","[13.285714285714286, 13.285714285714286]"
"['6j4kpzq9ZCiAfXK2Q', 'azmFTHCdqmE2F7FQ8']","['PARSEERROR', 'SAT']","[13.464285714285715, 12.923076923076923]"
"['WpZBe3e2T7mzokA2i', 'rxcBtXAeoMB6mt4Rc', 'jwmDRYHmStGXw4XKE']","['PARSEERROR', 'PARSEERROR', 'SAT']","[6.681818181818182, 6.681818181818182, 8.25]"
"['K7zHWEnhgh5x3xGcW', 'pEunCCjapsemkJwSa', 'jQhk3LP9MTf9chu2i', 'xLT5Jugjta4Pyrwqv', 'agH2BuNJD5Wuk5yip']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.25, 7.333333333333333, 8.25, 8.035714285714286, 8.653846153846153]"
"['MbxYzj5agADRvnuKe', 'bjmtoRtfdmZMqfQ98']","['PARSEERROR', 'SAT']","[8.625, 8.625]"
"['f9nqjovTtLs4FWpKq', 'KaZ8afZK3wLcQi3f2']","['PARSEERROR', 'SAT']","[10.833333333333332, 10.833333333333332]"
"['mnLB7GKjKDH6r5Xff', 'by7uMs2NH7FpuKoTF']","['PARSEERROR', 'SAT']","[10.833333333333332, 10.833333333333332]"
"['soLHPxSp8dYC2sTxL', 'LZPFfFCtxzKJmBAQu', 'wNY696AmBDpEd3H6N', 's4wGkfuC3jjSxZfDN', 'bdePebmdQavs3Mb6G', '5apTtsiwKGwutDjby', 'eJuaFC8obQPwj96d6', 'buNqDHpmL2Suv9gkN']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.833333333333332, 12.26923076923077, 10.416666666666668, 11.846153846153845, 11.916666666666666, 11.916666666666666, 9.583333333333334, 9.821428571428571]"
"['HLXBk4pfzNMToJkfE', 'rQXCuhx954KKWDbib']","['PARSEERROR', 'SAT']","[10.357142857142858, 8.653846153846153]"
"['CFB57MAQ4wxHvRR4x', 'YSZtX3SGrzavoEP62']","['PARSEERROR', 'SAT']","[7.6923076923076925, 8.25]"
"['Q3KdqotfLJTjXMeHi', 'Ns6kk6W5jRkw2phqb']","['PARSEERROR', 'UNSAT']","[14.733333333333333, 15.785714285714285]"
"['HgDxeZXKvxNeAK5wP', 'cmv4pFybiCMZtnT2J']","['PARSEERROR', 'UNSAT']","[10.0, 10.769230769230768]"
"['DbqM943zhdWRZ3QjZ', 'Wt7tdS5oYQvqAY6oz']","['PARSEERROR', 'SAT']","[16.900000000000002, 18.107142857142858]"
"['EoXnqGJM94jYQAHMv', 'MJsqecXhtDdYKhknW']","['PARSEERROR', 'SAT']","[8.653846153846153, 8.653846153846153]"
"['P8WJn2BWzhP6NuNK4', 'n6P6yFnikSepuzuzZ']","['PARSEERROR', 'SAT']","[6.857142857142857, 7.384615384615385]"
"['k6nfiZETr5cqGnGz6', 'NFrK8CtcDcY2apqXW', 'JgHFhbjGTBqmW7z8J', 'paY9wPWTHuemgZphj', '276jradRqR66PHGZ4']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.833333333333332, 11.916666666666666, 11.916666666666666, 10.833333333333332, 11.916666666666666]"
"['3oL3KXxMqzt2CA4FR', 'Fthg6m7mY5TDmqvTP']","['PARSEERROR', 'UNSAT']","[8.653846153846153, 8.653846153846153]"
"['95HZBXf9cxGNkZ8P3', 'JjazX3tDG4PHuw6Ah']","['PARSEERROR', 'SAT']","[13.0, 13.0]"
"['7gtdDWP8PDxSwpaTN', 'fKzywXRtuTHdFwvT7', 'iK43esTYCrwKv6oHa']","['PARSEERROR', 'PARSEERROR', 'SAT']","[7.333333333333333, 7.333333333333333, 8.625]"
"['Mg6R9Fs9YnycYCGwR', '66FKoa5JWksRxEK6N', 'ZpK43hTv4HMFYFuJz']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.653846153846153, 8.653846153846153, 8.653846153846153]"
"['KNeurMJkDAuvJqgaK', 'MgTD2nKaPShTdQ5Pw', 'CbBbtAbrM9Zt2oEKt']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[11.785714285714285, 11.785714285714285, 12.692307692307692]"
"['ZsuR7CA7M6qTijwTL', 'CpskKTqYFjWTGaHfF', 'WNY9zayKFg6CBsDH8']","['PARSEERROR', 'PARSEERROR', 'SAT']","[8.307692307692308, 9.375, 9.0]"
"['SyW8Em5Axrt7SSePu', 'eHbyqJNnTpZq3RC9A']","['PARSEERROR', 'SAT']","[11.538461538461537, 12.692307692307692]"
"['LN5ebmXWqwE6LAKJx', 'cfgcTvG5sQHeRtD2r', 'iQ4uJFew59nJeQw88', 'X4X5Scg924EdsRo4z', 'ibKm77iXasTiMjjZZ', 'k5NJcDz4MZARgYXDa', 'yCEahYtrNAsRWDEEp']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[24.5, 24.5, 22.96875, 21.4375, 22.96875, 22.96875, 16.5]"
"['efZnAyQhxsh45cnNL', 'zRB6nWvuo4kDeGLon']","['PARSEERROR', 'SAT']","[12.178571428571429, 12.178571428571429]"
"['bnmRaXpDG5kP85yKs', 'qcBi6hFbR26cjgyZk']","['PARSEERROR', 'UNSAT']","[15.321428571428571, 15.321428571428571]"
"['sbTAjWPLwHv4tHWRj', 'CgoyZ9NKebiKBHgoB', 'vuEbHkeJPr7rbJ6yD', 'K2ZDEHjv7k58FJ28T']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[10.714285714285714, 10.714285714285714, 10.714285714285714, 10.714285714285714]"
"['uS26AC6ZyWhyFcK8o', 'F9c8zdD22TngPvWC4']","['PARSEERROR', 'SAT']","[8.25, 8.25]"
"['ktkR9ptgBq8cid4fC', 'vFeZKJSYCXQKhkyg8']","['PARSEERROR', 'UNSAT']","[9.583333333333334, 9.583333333333334]"
"['qh4jtN5cHcLSknWKP', 'QCfKzYn2fRarHcYai']","['PARSEERROR', 'SAT']","[11.25, 11.25]"
"['tT3cg2gSXxbRdrxjo', 'yDYJd8LbT8LuS59Po']","['PARSEERROR', 'SAT']","[14.76923076923077, 14.307692307692307]"
"['P7LrW4XjhBpfXCwhJ', '8ozDQLezbS3GyF2jk', 'vgTQc4qXLcEd69X3D', 't96XcXJynowgP2Lya', 'zGCe4ERjotfRNgZ6T']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[9.615384615384615, 9.230769230769232, 9.615384615384615, 9.615384615384615, 9.615384615384615]"
"['iz2BkouRkf7CQhwqc', 'qehcgmmCiQik8p3Eh', 'PeJE6r2vMmwq7M8h3']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[11.0, 11.785714285714285, 11.785714285714285]"
"['rd5dY7FvDHRqscKMP', 'yLs2ogpzT8HRQBmC6']","['PARSEERROR', 'UNSAT']","[18.5, 18.5]"
"['hnxThgaPfcj9pRjsn', 'Njoff6rt4oRGFTBiJ']","['PARSEERROR', 'UNSAT']","[7.428571428571429, 8.653846153846153]"
"['EcBzLMuvDCes6r8t2', 'i3otbTDvkvda2xQEY']","['PARSEERROR', 'SAT']","[11.571428571428571, 12.461538461538463]"
"['Xz6Xf4Qnj77m94qSo', 'GDX7mwAY56ituvkX2']","['PARSEERROR', 'SAT']","[12.8, 13.714285714285714]"
"['qmEgFEQRbeKP2RvbJ', 'zQodpKW5epJMsh4Qu']","['PARSEERROR', 'SAT']","[10.576923076923077, 11.458333333333334]"
"['74dtjDsQwDWRxX3gd', 'B7kBMWs4zhALGjuwW', '95DxeMxaMwvx5LLaz']","['PARSEERROR', 'PARSEERROR', 'SAT']","[14.823529411764707, 14.823529411764707, 15.75]"
"['WpktaNBCW3z5Rg5RS', 'J9epkRdijYHmoMGFM']","['PARSEERROR', 'SAT']","[13.6, 14.57142857142857]"
"['tXGt7Tts96i8rtp79', 'ndqcFKzXKy2Jeg2Z4']","['PARSEERROR', 'UNSAT']","[10.769230769230768, 11.666666666666668]"
"['wYRKW6u7s2mQv62bi', 'WaxJAuRfjsFZvJCFu']","['PARSEERROR', 'UNSAT']","[7.333333333333333, 7.333333333333333]"
"['fM8HKsdfoWboym3Kd', 'Z7SkvNYuGt39QAzuL', 'oKXpyaAfDmcJReBD5']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[7.333333333333333, 7.333333333333333, 7.333333333333333]"
"['gRZRJsTNjQromXfQb', 'ejYknvBnepHvLtJT6']","['PARSEERROR', 'UNSAT']","[7.333333333333333, 7.333333333333333]"
"['83CeRCwTtpYf6CGXw', 'iCjnw9eL5LDQN3GNi', 'yryvJTLxEAHZtYjxM']","['PARSEERROR', 'PARSEERROR', 'SAT']","[12.375, 11.25, 13.75]"
"['fCZsJiN7xuLjB6EDA', 'TpwDXSM5J49wnKyAW']","['PARSEERROR', 'UNSAT']","[9.615384615384615, 8.653846153846153]"
"['ZWSZBMeB5LpT8ZCBi', 'FYbCMLTLiaCHz9fm6', 'cvmotXtkuucmjfrA6']","['PARSEERROR', 'PARSEERROR', 'SAT']","[7.636363636363637, 9.0, 9.0]"
"['JACKuPyudbgPnZc4b', 'bYdoTzRkcP7djPKfd']","['PARSEERROR', 'SAT']","[10.0, 9.0]"
"['wmBz4bs9ue57govBn', '3CBM6oXZARBTGDRks']","['PARSEERROR', 'SAT']","[8.590909090909092, 7.636363636363637]"
"['xaKhkpoFfp54urMSp', '4smf3puFoPgXofWmp', 'sEHBWGXtgmvD2CZR5', 'jusSpfC9egBDEhdow', 'uyBCG2oYEjvTJt2vG', 'KpBhSeHE9LLhkJWQz']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.928571428571429, 8.928571428571429, 8.928571428571429, 8.928571428571429, 8.928571428571429, 8.653846153846153]"
"['emq2QXRroec7GhHq4', 'idB8Saq9TrTqXiQCY']","['PARSEERROR', 'SAT']","[12.692307692307692, 13.115384615384615]"
"['wkfj7ZojegMPPudrn', 'Byq8HoN79e6ipCHYR', 'a3KuzafP64SQMNGeg']","['PARSEERROR', 'PARSEERROR', 'SAT']","[10.0, 10.0, 10.714285714285714]"
"['F5gF9pqDBxkiTHRRR', 'F8Ctjuue2PCae7EJs']","['PARSEERROR', 'SAT']","[14.625, 16.25]"
"['WHinbWQJc7cohhPdr', 'T95nEpQ79GTrTFWbm']","['PARSEERROR', 'UNSAT']","[6.769230769230769, 7.333333333333333]"
