id,chain_len,distances,halstead_difficulty,halstead_effort
9322,28,"[1561, 1, 2, 1, 5, 1, 5, 43, 0, 5, 5, 5, 5, 40, 3, 49, 4, 2, 1, 1, 15, 1, 6, 1, 5, 4, 0]","[0, 25.411764705882355, 25.411764705882355, 27.529411764705884, 25.411764705882355, 25.411764705882355, 25.411764705882355, 27.529411764705884, 26.0, 26.0, 28.0, 26.0, 26.0, 28.0, 28.0, 28.0, 28.368421052631575, 28.368421052631575, 28.368421052631575, 28.368421052631575, 28.368421052631575, 26.599999999999998, 28.0, 28.0, 28.0, 29.555555555555557, 29.555555555555557, 29.555555555555557]","[0, 5158.588235294118, 5158.588235294118, 5781.176470588236, 5150.249515051864, 5158.588235294118, 5158.588235294118, 5781.176470588236, 5623.687618340933, 5623.687618340933, 6261.86147934786, 5623.687618340933, 5623.687618340933, 6261.86147934786, 6261.86147934786, 6261.86147934786, 6644.878771558887, 6644.878771558887, 6644.878771558887, 6644.878771558887, 6644.878771558887, 6419.460215829499, 6558.581644655526, 6568.276598063028, 6568.276598063028, 6723.0844640106425, 6723.0844640106425, 6723.0844640106425]"
9335,34,"[1241, 614, 171, 332, 53, 6, 1, 23, 1, 2, 3, 1, 3, 68, 8, 13, 2, 8, 61, 1, 2, 1, 500, 23, 509, 72, 75, 229, 1, 26, 11, 1, 255]","[0, 28.285714285714285, 5.444444444444445, 5.444444444444445, 2.6666666666666665, 1.0, 1.5, 1.5, 2.6666666666666665, 2.6666666666666665, 2.6666666666666665, 2.6666666666666665, 2.6666666666666665, 2.6666666666666665, 7.0, 7.583333333333333, 7.583333333333333, 7.583333333333333, 8.666666666666666, 12.214285714285715, 12.214285714285715, 12.214285714285715, 12.214285714285715, 46.0, 46.36363636363636, 10.928571428571427, 5.4, 12.142857142857142, 19.36111111111111, 19.36111111111111, 20.0, 20.0, 20.0, 12.142857142857142]","[0, 5637.970746140271, 404.5314725314871, 404.5314725314871, 59.17193336025649, 4.754887502163468, 17.414460711655217, 17.414460711655217, 56.0, 56.0, 56.0, 56.0, 56.0, 56.0, 386.56140372336625, 433.00929259560615, 433.00929259560615, 433.00929259560615, 548.8588506682509, 994.235595261495, 994.235595261495, 994.235595261495, 994.235595261495, 8957.004847778295, 8354.688826916716, 874.2857142857142, 247.69354508567338, 1032.142857142857, 4194.465836496612, 4194.465836496612, 4456.673682393613, 4456.673682393613, 4456.673682393613, 1032.142857142857]"
9345,43,"[404, 2, 2, 536, 20, 195, 321, 34, 46, 147, 96, 83, 0, 186, 0, 206, 130, 295, 114, 1, 1, 84, 0, 60, 0, 40, 0, 446, 29, 0, 14, 0, 0, 14, 188, 0, 0, 80, 0, 23, 0, 0]","[0, 0, 0, 0, 4.5, 4.714285714285714, 9.96875, 14.333333333333332, 13.363636363636363, 14.36842105263158, 16.5, 16.42857142857143, 19.704545454545457, 19.704545454545457, 19.704545454545457, 19.704545454545457, 19.704545454545457, 19.704545454545457, 19.704545454545457, 18.25925925925926, 18.25925925925926, 18.634615384615387, 18.634615384615387, 18.634615384615387, 18.634615384615387, 18.634615384615387, 18.517857142857142, 18.517857142857142, 15.272727272727273, 15.75, 15.75, 15.757575757575758, 15.757575757575758, 15.757575757575758, 15.75, 17.742857142857144, 17.742857142857144, 17.742857142857144, 18.0, 18.0, 18.0, 18.0, 18.0]","[0, 0, 0, 0, 468.8508029066055, 498.3379234927263, 1541.7055898485257, 3134.3769692441983, 2987.3115646280366, 2906.2479315609053, 3640.4333820722773, 3770.3804636823247, 5013.209100458087, 5013.209100458087, 5001.0922765690575, 5001.0922765690575, 5001.0922765690575, 5001.0922765690575, 5001.0922765690575, 5349.256425327849, 5349.256425327849, 5335.1480356119055, 5335.1480356119055, 5335.1480356119055, 5335.1480356119055, 5335.1480356119055, 5595.004769319457, 5595.004769319457, 5014.365432703406, 5065.532426914666, 5065.532426914666, 5205.229661015189, 5205.229661015189, 5205.229661015189, 5065.532426914666, 6437.303258478064, 6437.303258478064, 6437.303258478064, 6713.49765893148, 6713.49765893148, 6713.49765893148, 6713.49765893148, 6713.49765893148]"
9382,3,"[214, 168]","[0, 10.5, 27.733333333333334]","[0, 1194.2526753331742, 5661.311760620002]"
9383,3,"[445, 137]","[0, 6.5, 14.666666666666668]","[0, 470.45044342992935, 1639.1538532253078]"
9384,3,"[617, 211]","[0, 6.107142857142858, 15.785714285714285]","[0, 702.3214285714287, 2629.710177400448]"
9462,7,"[617, 74, 230, 18, 12, 31]","[0, 6.107142857142858, 8.59375, 15.42857142857143, 15.857142857142858, 16.285714285714285, 15.42857142857143]","[0, 702.3214285714287, 1266.7587427619355, 2521.344204366457, 2606.4406402635614, 2691.969163098285, 2521.344204366457]"
9463,6,"[617, 52, 50, 11, 0]","[0, 6.107142857142858, 9.035714285714285, 10.214285714285715, 10.607142857142858, 10.607142857142858]","[0, 702.3214285714287, 1225.7544490532416, 1448.4943283962928, 1518.9217633975627, 1518.9217633975627]"
9267,57,"[1355, 0, 4, 4, 58, 61, 1, 624, 0, 6, 0, 1, 1, 1, 4, 949, 0, 5, 0, 5, 20, 0, 5, 0, 55, 0, 42, 0, 13, 5, 0, 0, 0, 33, 0, 0, 3, 5, 5, 0, 156, 0, 0, 61, 20, 0, 15, 1, 3, 1, 1, 6, 21, 0, 3, 15]","[0, 26.957142857142856, 26.957142857142856, 24.242424242424242, 26.957142857142856, 28.75, 28.75, 28.75, 25.175, 25.175, 24.230769230769234, 24.230769230769234, 23.625, 24.230769230769234, 23.625, 22.263157894736842, 30.0, 30.0, 30.0, 30.0, 30.0, 28.5, 28.5, 30.0, 30.0, 32.08333333333333, 32.08333333333333, 34.22222222222222, 34.22222222222222, 34.22222222222222, 31.208333333333336, 31.208333333333336, 31.208333333333336, 31.208333333333336, 31.791666666666664, 31.791666666666664, 31.791666666666664, 31.5, 30.599999999999998, 31.5, 31.5, 31.5, 31.5, 31.5, 31.5, 21.235294117647058, 21.235294117647058, 31.5, 31.5, 31.5, 31.5, 31.5, 31.5, 31.5, 31.5, 31.5, 31.5]","[0, 10456.418116388088, 10456.418116388088, 8686.818540822629, 10456.418116388088, 11019.894887883976, 11019.894887883976, 11019.894887883976, 11067.470144682355, 11067.470144682355, 10268.365371324417, 10268.365371324417, 10187.299328919222, 10268.365371324417, 10187.299328919222, 9082.979355810998, 12360.68736775838, 12360.68736775838, 12360.68736775838, 12360.68736775838, 12360.68736775838, 11560.374308636303, 11560.374308636303, 12390.066244662832, 12390.066244662832, 13502.94922486192, 13502.94922486192, 14672.928715613309, 14672.928715613309, 14672.928715613309, 13008.704667081458, 13008.704667081458, 13008.704667081458, 13008.704667081458, 13316.81400648599, 13316.81400648599, 13316.81400648599, 12867.71100104483, 12420.048587036927, 12867.71100104483, 12867.71100104483, 12867.71100104483, 12867.71100104483, 12867.71100104483, 12867.71100104483, 7718.455904692695, 7718.455904692695, 12867.71100104483, 12867.71100104483, 12867.71100104483, 12867.71100104483, 12867.71100104483, 12867.71100104483, 12867.71100104483, 12867.71100104483, 12867.71100104483, 12867.71100104483]"
9481,19,"[617, 168, 0, 12, 0, 0, 0, 13, 8, 21, 16, 44, 2, 1, 45, 7, 5, 51]","[0, 6.107142857142858, 15.785714285714285, 15.785714285714285, 14.57142857142857, 14.57142857142857, 14.57142857142857, 14.57142857142857, 14.57142857142857, 14.0, 14.57142857142857, 14.57142857142857, 14.57142857142857, 14.57142857142857, 14.57142857142857, 16.714285714285715, 16.714285714285715, 18.0, 15.785714285714285]","[0, 702.3214285714287, 2537.7635274341774, 2537.7635274341774, 2219.337942725474, 2219.337942725474, 2219.337942725474, 2219.337942725474, 2228.6813381296574, 2232.80464514002, 2219.337942725474, 2255.789802163713, 2345.0592471642576, 2345.0592471642576, 2345.0592471642576, 2852.9958359641687, 2852.9958359641687, 3177.1054970812597, 2629.710177400448]"
9490,11,"[617, 100, 3, 13, 125, 17, 2, 1, 0, 4]","[0, 6.107142857142858, 10.214285714285715, 9.035714285714285, 10.214285714285715, 14.142857142857142, 15.785714285714285, 15.785714285714285, 15.785714285714285, 15.785714285714285, 15.785714285714285]","[0, 702.3214285714287, 1433.7562637651336, 1225.7544490532416, 1448.4943283962928, 2246.1917073924296, 2621.1100758631737, 2621.1100758631737, 2621.1100758631737, 2621.1100758631737, 2629.710177400448]"
9486,66,"[1511, 17, 30, 173, 49, 575, 0, 0, 150, 8, 46, 29, 6, 30, 7, 20, 5, 6, 5, 27, 6, 5, 0, 1, 30, 0, 9, 45, 4, 48, 4, 10, 10, 3, 12, 0, 46, 1, 1, 5, 8, 78, 14, 5, 3, 6, 20, 20, 12, 0, 22, 49, 1, 12, 23, 10, 19, 34, 11, 12, 1, 211, 419, 264, 1254]","[0, 5.5, 6.857142857142857, 7.142857142857143, 18.633333333333333, 20.8, 20.8, 20.8, 20.8, 4.821428571428571, 4.821428571428571, 9.9, 7.250000000000001, 6.0, 7.233333333333334, 7.700000000000001, 7.65625, 8.75, 9.0, 7.65625, 6.78125, 7.21875, 8.5, 8.5, 8.5, 6.766666666666667, 6.766666666666667, 6.0, 9.84375, 8.75, 10.5, 11.8125, 12.09375, 11.53125, 12.8125, 11.25, 11.25, 11.5, 12.176470588235295, 12.176470588235295, 13.823529411764707, 13.529411764705884, 18.11764705882353, 17.794117647058822, 18.11764705882353, 18.11764705882353, 18.11764705882353, 22.558823529411764, 23.705882352941178, 23.705882352941178, 23.705882352941178, 24.85294117647059, 26.0, 26.0, 26.0, 24.916666666666668, 24.916666666666668, 26.0, 24.916666666666668, 25.63888888888889, 24.916666666666668, 24.916666666666668, 37.714285714285715, 42.300000000000004, 42.300000000000004, 15.785714285714285]","[0, 622.8126623309469, 833.2687750851723, 877.6369643990389, 3307.711074838338, 3790.1395984517208, 3790.1395984517208, 3790.1395984517208, 3790.1395984517208, 524.7184273555216, 524.7184273555216, 1430.914592375561, 888.057504656582, 693.7631656229591, 943.7780016508409, 1012.5512190408862, 1064.3800269557776, 1269.3227650652752, 1314.8919737100732, 1064.3800269557776, 925.0096891180115, 992.4152572985955, 1228.5630338578048, 1228.5630338578048, 1228.5630338578048, 868.3228934419911, 868.3228934419911, 693.7631656229591, 1487.4876153108694, 1269.3227650652752, 1579.230208255115, 1850.660400298963, 1900.3520771091332, 1795.6516381195156, 2074.97522627144, 1740.8881571850047, 1740.8881571850047, 1979.44974343322, 2018.2624835005383, 2018.2624835005383, 2392.2109111643363, 2328.764404039083, 3370.389163565719, 3295.681904685636, 3370.389163565719, 3370.389163565719, 3370.389163565719, 4562.386922267365, 4859.390604191278, 4859.390604191278, 4859.390604191278, 5158.623031320912, 5677.781660202913, 5677.781660202913, 5677.781660202913, 5380.487877877741, 5380.487877877741, 5677.781660202913, 5380.487877877741, 5563.638888888889, 5380.487877877741, 5380.487877877741, 10431.852021954255, 11909.854990747743, 11909.854990747743, 2629.710177400448]"
9488,18,"[617, 92, 3, 3, 50, 10, 8, 10, 2, 2, 11, 16, 41, 183, 5, 6, 10]","[0, 6.107142857142858, 10.333333333333334, 6.107142857142858, 10.333333333333334, 8.59375, 7.8125, 7.8125, 7.8125, 7.8125, 7.8125, 7.1875, 6.3, 9.035714285714285, 14.57142857142857, 14.57142857142857, 15.785714285714285, 15.785714285714285]","[0, 702.3214285714287, 1758.4518560111637, 702.3214285714287, 1758.4518560111637, 1243.1194885715397, 1088.2527509380482, 1073.5973257063943, 1088.2527509380482, 1095.3144765019358, 1102.2100282988636, 987.7095396498827, 775.5475921620789, 1225.7544490532416, 2345.0592471642576, 2337.520157689287, 2629.710177400448, 2629.710177400448]"
9491,16,"[617, 45, 2, 9, 6, 1, 4, 12, 222, 12, 9, 1, 8, 43, 10]","[0, 6.107142857142858, 6.9, 6.9, 6.9, 7.666666666666667, 8.214285714285714, 8.214285714285714, 8.214285714285714, 18.0, 18.0, 18.0, 18.0, 13.285714285714286, 15.785714285714285, 15.785714285714285]","[0, 702.3214285714287, 869.0567962262578, 869.0567962262578, 875.2626074435884, 1020.0362181867447, 1049.1801101349372, 1049.1801101349372, 1063.0568633478129, 3129.5644962769907, 3139.324620009924, 3158.46041651023, 3158.46041651023, 2072.571428571429, 2629.710177400448, 2629.710177400448]"
9549,13,"[214, 243, 50, 36, 36, 5, 75, 75, 79, 117, 180, 1]","[0, 10.5, 32.0, 34.0, 34.0, 34.0, 34.0, 29.142857142857142, 34.0, 34.0, 39.375, 35.63636363636363, 35.63636363636363]","[0, 1194.2526753331742, 6152.042943433878, 6761.943752481202, 7105.50620366681, 6761.943752481202, 6761.943752481202, 5850.362602490214, 6761.943752481202, 6761.943752481202, 9756.14652247041, 6321.395614415886, 6321.395614415886]"
9551,8,"[214, 35, 17, 22, 14, 130, 12]","[0, 10.5, 14.5, 16.5, 11.423076923076923, 15.076923076923077, 31.200000000000003, 29.46666666666667]","[0, 1194.2526753331742, 2105.530862771876, 2502.309816076674, 1487.6313527506368, 2273.509350293566, 6810.505255501019, 6209.180640680002]"
9483,7,"[617, 52, 50, 11, 10, 129]","[0, 6.107142857142858, 9.035714285714285, 10.214285714285715, 10.607142857142858, 10.214285714285715, 15.785714285714285]","[0, 702.3214285714287, 1225.7544490532416, 1448.4943283962928, 1518.9217633975627, 1448.4943283962928, 2629.710177400448]"
9512,5,"[214, 218, 74, 9]","[0, 10.5, 27.928571428571427, 27.5, 28.588235294117645]","[0, 1194.2526753331742, 5563.768220838866, 6533.913713765257, 6573.720229277024]"
9527,10,"[445, 121, 7, 8, 46, 51, 58, 31, 8]","[0, 6.5, 17.5, 18.2, 17.5, 17.5, 12.0, 13.333333333333334, 13.200000000000001, 14.666666666666668]","[0, 470.45044342992935, 2279.0311969748814, 2412.6918624057034, 2279.0311969748814, 2279.0311969748814, 1260.0, 1447.5790004038474, 1545.4879187552901, 1639.1538532253078]"
9482,21,"[617, 165, 4, 4, 27, 2, 19, 20, 4, 3, 4, 4, 18, 37, 18, 12, 2, 4, 20, 7]","[0, 6.107142857142858, 15.321428571428571, 15.321428571428571, 14.142857142857142, 8.214285714285714, 9.035714285714285, 9.857142857142858, 9.035714285714285, 8.214285714285714, 10.214285714285715, 10.214285714285715, 11.142857142857142, 15.321428571428571, 16.5, 15.321428571428571, 15.785714285714285, 15.785714285714285, 15.785714285714285, 15.785714285714285, 17.0]","[0, 702.3214285714287, 2443.5540631761955, 2453.4189493211043, 2180.816843840981, 1049.1801101349372, 1202.1855428629488, 1363.9341431754183, 1202.1855428629488, 1049.1801101349372, 1410.4809994931302, 1418.4039389105399, 1609.2437416003213, 2482.0714285714284, 2802.5332059914904, 2526.9656708164835, 2621.1100758631737, 2621.1100758631737, 2629.710177400448, 2629.710177400448, 2936.884300686541]"
9500,4,"[445, 43, 76]","[0, 6.5, 12.0, 16.25]","[0, 470.45044342992935, 1260.0, 2028.066452069909]"
9501,4,"[445, 159, 62]","[0, 6.5, 21.0, 25.227272727272727]","[0, 470.45044342992935, 2900.4633010903876, 3935.4545454545455]"
9521,9,"[445, 122, 71, 63, 25, 28, 5, 6]","[0, 6.5, 16.25, 21.136363636363637, 23.125, 23.125, 23.125, 23.125, 23.125]","[0, 470.45044342992935, 2028.066452069909, 3162.5722682343785, 3760.215903259641, 3760.215903259641, 3760.215903259641, 3760.215903259641, 3760.215903259641]"
9523,3,"[445, 184]","[0, 6.5, 19.799999999999997]","[0, 470.45044342992935, 2540.806890170161]"
9525,10,"[445, 162, 6, 21, 36, 45, 21, 42, 110]","[0, 6.5, 21.0, 21.0, 19.09090909090909, 21.0, 21.636363636363637, 23.125, 23.099999999999998, 14.666666666666668]","[0, 470.45044342992935, 2900.4633010903876, 2900.4633010903876, 2746.6508533052915, 2900.4633010903876, 3207.9897416817435, 3760.215903259641, 3261.3373065662045, 1639.1538532253078]"
9528,9,"[445, 162, 6, 21, 36, 45, 21, 183]","[0, 6.5, 21.0, 21.0, 19.09090909090909, 21.0, 21.636363636363637, 23.125, 14.666666666666668]","[0, 470.45044342992935, 2900.4633010903876, 2900.4633010903876, 2746.6508533052915, 2900.4633010903876, 3207.9897416817435, 3760.215903259641, 1639.1538532253078]"
9541,4,"[214, 59, 14]","[0, 10.5, 15.615384615384617, 15.076923076923077]","[0, 1194.2526753331742, 2379.5365981657897, 2273.509350293566]"
9545,7,"[214, 22, 6, 16, 8, 12]","[0, 10.5, 13.0, 13.0, 15.076923076923077, 15.076923076923077, 12.071428571428571]","[0, 1194.2526753331742, 1834.077487089309, 1845.2878870994066, 2261.144938698312, 2261.144938698312, 1768.574719693262]"
9574,3,"[214, 40]","[0, 10.5, 16.153846153846153]","[0, 1194.2526753331742, 2526.1215003261846]"
9507,8,"[445, 183, 0, 3, 42, 2, 4]","[0, 6.5, 22.400000000000002, 22.400000000000002, 22.400000000000002, 23.545454545454547, 23.545454545454547, 25.227272727272727]","[0, 470.45044342992935, 3149.2505829805827, 3149.2505829805827, 3149.2505829805827, 3518.4443186056333, 3518.4443186056333, 3935.4545454545455]"
9577,9,"[214, 21, 128, 1, 60, 175, 1, 34]","[0, 10.5, 12.0, 26.714285714285715, 26.714285714285715, 28.8, 31.384615384615387, 31.384615384615387, 27.733333333333334]","[0, 1194.2526753331742, 1671.556225440842, 5279.443369074018, 5279.443369074018, 5931.634806230873, 6142.184487856757, 6142.184487856757, 5661.311760620002]"
13233,3,"[16, 2]","[0, 1.0, 1.0]","[0, 8.0, 4.754887502163468]"
13307,7,"[104, 44, 18, 103, 104, 4]","[0, 6.3, 2.0, 2.0, 7.0, 2.0, 2.0]","[0, 309.01219079852564, 36.0, 36.0, 308.0, 36.0, 36.0]"
10935,3,"[15, 2]","[0, 1.0, 1.0]","[0, 4.754887502163468, 8.0]"
10970,7,"[161, 1, 1, 1, 1, 2]","[0, 12.142857142857142, 12.142857142857142, 11.25, 12.142857142857142, 10.625, 10.625]","[0, 1032.142857142857, 1032.142857142857, 1021.4898091700868, 1032.142857142857, 956.25, 956.25]"
11150,13,"[1511, 17, 30, 173, 49, 575, 0, 0, 150, 8, 0, 0]","[0, 5.5, 6.857142857142857, 7.142857142857143, 18.633333333333333, 20.8, 20.8, 20.8, 20.8, 4.821428571428571, 4.821428571428571, 4.821428571428571, 4.821428571428571]","[0, 622.8126623309469, 833.2687750851723, 877.6369643990389, 3307.711074838338, 3790.1395984517208, 3790.1395984517208, 3790.1395984517208, 3790.1395984517208, 524.7184273555216, 524.7184273555216, 524.7184273555216, 524.7184273555216]"
11042,24,"[6851, 45, 333, 50, 207, 1, 911, 86, 10, 63, 28, 23, 1, 10, 1, 17, 8, 2, 2, 2, 2, 1, 2]","[0, 103.45631067961165, 98.85, 93.0, 98.3529411764706, 138.8235294117647, 140.8955223880597, 128.57142857142858, 131.04761904761904, 131.23809523809524, 131.8095238095238, 131.23809523809524, 129.69411764705882, 129.69411764705882, 128.29518072289156, 128.29518072289156, 131.23809523809524, 129.69411764705882, 129.69411764705882, 128.1860465116279, 131.23809523809524, 129.69411764705882, 128.1860465116279, 129.69411764705882]","[0, 141757.47782752092, 130281.86176811313, 121535.5477342222, 132646.20511510386, 138959.97374699256, 139623.66317384387, 152102.52318966098, 155273.21531292715, 155517.38275650892, 156305.56046533884, 155535.84685150508, 155031.0651984373, 155031.0651984373, 149373.29388247806, 149373.29388247806, 155535.84685150508, 155031.0651984373, 155031.0651984373, 154538.0226535804, 155535.84685150508, 155031.0651984373, 154538.0226535804, 155031.0651984373]"
11165,14,"[1511, 17, 30, 173, 49, 575, 0, 0, 150, 8, 0, 0, 0]","[0, 5.5, 6.857142857142857, 7.142857142857143, 18.633333333333333, 20.8, 20.8, 20.8, 20.8, 4.821428571428571, 4.821428571428571, 4.821428571428571, 4.821428571428571, 4.821428571428571]","[0, 622.8126623309469, 833.2687750851723, 877.6369643990389, 3307.711074838338, 3790.1395984517208, 3790.1395984517208, 3790.1395984517208, 3790.1395984517208, 524.7184273555216, 524.7184273555216, 524.7184273555216, 524.7184273555216, 524.7184273555216]"
11013,5,"[8888, 7546, 0, 13]","[0, 127.86324786324786, 31.191176470588236, 31.191176470588236, 31.5]","[0, 202454.39938438378, 12796.764639296087, 12796.764639296087, 12951.708169149284]"
11017,5,"[6336, 41, 6, 25]","[0, 135.87692307692308, 136.5, 131.85483870967744, 131.3709677419355]","[0, 130829.19206019936, 125877.13077463073, 120249.74306094444, 119717.7854571014]"
11045,26,"[6851, 45, 333, 50, 207, 1, 911, 86, 10, 63, 28, 23, 1, 10, 1, 17, 8, 2, 2, 2, 2, 1, 5, 1, 2]","[0, 103.45631067961165, 98.85, 93.0, 98.3529411764706, 138.8235294117647, 140.8955223880597, 128.57142857142858, 131.04761904761904, 131.23809523809524, 131.8095238095238, 131.23809523809524, 129.69411764705882, 129.69411764705882, 128.29518072289156, 128.29518072289156, 131.23809523809524, 129.69411764705882, 129.69411764705882, 128.1860465116279, 131.23809523809524, 129.69411764705882, 128.1860465116279, 129.69411764705882, 129.69411764705882, 129.69411764705882]","[0, 141757.47782752092, 130281.86176811313, 121535.5477342222, 132646.20511510386, 138959.97374699256, 139623.66317384387, 152102.52318966098, 155273.21531292715, 155517.38275650892, 156305.56046533884, 155535.84685150508, 155031.0651984373, 155031.0651984373, 149373.29388247806, 149373.29388247806, 155535.84685150508, 155031.0651984373, 155031.0651984373, 154538.0226535804, 155535.84685150508, 155031.0651984373, 154538.0226535804, 155031.0651984373, 155031.0651984373, 155031.0651984373]"
11154,8,"[404, 2, 2, 0, 1320, 0, 0]","[0, 0, 0, 0, 0, 24.140625, 24.140625, 24.140625]","[0, 0, 0, 0, 0, 8463.541046677303, 8463.541046677303, 8463.541046677303]"
10999,14,"[157, 7, 1, 1, 1, 0, 1, 1, 1, 1, 5, 6, 2]","[0, 12.142857142857142, 12.142857142857142, 13.333333333333332, 12.142857142857142, 12.142857142857142, 12.142857142857142, 12.142857142857142, 10.625, 12.142857142857142, 10.928571428571427, 10.928571428571427, 10.0, 12.142857142857142]","[0, 1032.142857142857, 1032.142857142857, 1056.8952128825333, 1032.142857142857, 1032.142857142857, 1032.142857142857, 1032.142857142857, 956.25, 1032.142857142857, 874.2857142857142, 866.2766119876477, 808.3308753677896, 1032.142857142857]"
11007,8,"[157, 1, 6, 7, 2, 1, 81]","[0, 12.142857142857142, 12.142857142857142, 11.428571428571427, 12.142857142857142, 12.142857142857142, 12.142857142857142, 18.857142857142858]","[0, 1032.142857142857, 1032.142857142857, 962.5295688751642, 1032.142857142857, 1032.142857142857, 1032.142857142857, 1906.7708088539296]"
11041,24,"[6851, 45, 333, 50, 207, 1, 911, 86, 10, 63, 28, 23, 1, 10, 1, 17, 8, 2, 2, 2, 2, 1, 1]","[0, 103.45631067961165, 98.85, 93.0, 98.3529411764706, 138.8235294117647, 140.8955223880597, 128.57142857142858, 131.04761904761904, 131.23809523809524, 131.8095238095238, 131.23809523809524, 129.69411764705882, 129.69411764705882, 128.29518072289156, 128.29518072289156, 131.23809523809524, 129.69411764705882, 129.69411764705882, 128.1860465116279, 131.23809523809524, 129.69411764705882, 128.1860465116279, 128.1860465116279]","[0, 141757.47782752092, 130281.86176811313, 121535.5477342222, 132646.20511510386, 138959.97374699256, 139623.66317384387, 152102.52318966098, 155273.21531292715, 155517.38275650892, 156305.56046533884, 155535.84685150508, 155031.0651984373, 155031.0651984373, 149373.29388247806, 149373.29388247806, 155535.84685150508, 155031.0651984373, 155031.0651984373, 154538.0226535804, 155535.84685150508, 155031.0651984373, 154538.0226535804, 154538.0226535804]"
11872,3,"[158, 360]","[0, 10.928571428571427, 37.13636363636364]","[0, 874.2857142857142, 7022.9848244464]"
11873,3,"[1241, 1]","[0, 28.285714285714285, 28.285714285714285]","[0, 5637.970746140271, 5637.970746140271]"
13286,22,"[698, 0, 30, 1, 10, 22, 3, 10, 9, 6, 8, 1, 15, 11, 1, 7, 4, 10, 1, 0, 0]","[0, 10.3125, 10.3125, 8.125, 8.125, 7.5, 8.735294117647058, 8.735294117647058, 9.166666666666668, 8.214285714285714, 8.571428571428571, 8.9375, 9.533333333333333, 7.961538461538462, 8.928571428571429, 8.333333333333334, 8.9375, 8.9375, 8.571428571428571, 8.571428571428571, 8.571428571428571, 8.571428571428571]","[0, 1529.137846509294, 1529.137846509294, 1108.6246872149575, 1108.6246872149575, 1008.1353752812508, 1310.3941903059995, 1310.3941903059995, 1268.3928626148215, 1027.0065206525644, 1087.2827421659483, 1301.2335980842995, 1336.5757451927623, 912.4557933490092, 1140.4131631901491, 1108.7350197682008, 1301.2335980842995, 1292.8442681144013, 1079.5736599083946, 1079.5736599083946, 1079.5736599083946, 1079.5736599083946]"
13337,13,"[1152, 128, 1, 84, 24, 83, 81, 415, 72, 30, 200, 329]","[0, 47.14285714285714, 41.785714285714285, 41.785714285714285, 39.10714285714286, 38.57142857142858, 41.25, 38.57142857142858, 47.5, 45.416666666666664, 44.583333333333336, 44.583333333333336, 50.714285714285715]","[0, 10307.107117471978, 8883.50034551532, 8883.50034551532, 8209.126517759567, 8075.155645031247, 8748.03623525891, 8075.155645031247, 12356.042979874688, 11720.493219919763, 11467.534343367593, 11467.534343367593, 14979.202746214974]"
13346,15,"[1434, 967, 1, 78, 308, 266, 284, 280, 4, 4, 46, 1, 1, 1]","[0, 32.53333333333333, 28.666666666666668, 28.666666666666668, 27.428571428571427, 35.2, 37.0, 50.666666666666664, 39.46666666666667, 37.0, 39.46666666666667, 39.46666666666667, 39.46666666666667, 39.46666666666667, 39.46666666666667]","[0, 7013.538785568843, 5223.589831199487, 5223.589831199487, 5478.756877235762, 7756.8218872363395, 8066.133060171341, 12017.25185627837, 8902.095672372854, 8066.133060171341, 8902.095672372854, 8902.095672372854, 8902.095672372854, 8902.095672372854, 8902.095672372854]"
