id,parseerror_fix_steps,unsat_to_sat_steps
R2xQEmPrX54X93zzr,[1],"[1, 1, 1, 1, 1]"
MaYb53FZx4yDC2Jsz,"[1, 1, 1, 4, 1, 1]","[3, 1, 1, 1, 1, 3, 1, 6, 1, 1]"
wAri8DzrFKFAMWYoG,"[7, 1, 1, 2, 6, 7, 1, 1, 2, 5, 4, 1]","[2, 6]"
JRxGm6JPHjGy4WkRg,"[1, 1]","[1, 1]"
LGC8ZD2HYvoqA3sva,[1],[1]
YtJ2mwT8yobkKtToo,[],"[1, 1, 1, 1]"
g3pKrzWCCAbkFyErw,[],[]
BhRanujoYqYg6wTtA,[],[]
7DKFuMdndYiHWgNX2,[1],[]
aQrMKoRGs3FmQhaky,[],[]
fZ897nhnQLfcjjKAg,[],[]
KBmhaS7ytPb9hBZ4P,"[2, 1, 1, 1, 1, 1, 1]","[1, 3, 1, 1, 1, 2]"
N8WNDz4L84TKwYTc9,[],[]
kNt9LpNZLCmJjgMgo,"[1, 1, 2, 1]","[7, 5, 1, 1, 1, 1, 1]"
vFsdGCxuGWR5hw3gd,[],[]
ZX2YLJEefZSdirNJt,[],[1]
E757Yg4Wx6ditybse,[],[]
6CGuEFhu9L8ZGdzu4,[],[]
9Nyo8kPiCgiLXmjQY,[],[]
iamNoJuhNnrdryhYX,"[2, 6, 1, 1, 2, 1]","[1, 3, 1]"
G42dqZcWFsWNRybzf,"[1, 1, 1, 1]","[1, 6, 3, 1]"
fLE3mL5p6sC5BtTuG,[1],[]
Y5uRtH3gurShQ3Scf,[],[]
BqRw6k3wSNNBsqKYn,[],[]
zDRocnJsWkrk7tGwe,[],[1]
SGodTsYbZzYGxj3kw,[],[]
wP4ykNrsKwTgSjM5h,[],[]
x5tQkBuG4egosz34p,"[2, 1, 1, 2]",[1]
dZWNoShyz4NEyZytJ,[],[]
hoc82qaqrTyhk55Pm,"[4, 1]","[6, 1]"
SLpSHmwWJaqPC2yxs,[2],[3]
9g6hmG8JTq3whZaFN,"[1, 3, 1, 3, 2]","[5, 1]"
DSsesnuBz43ZtYFQq,[1],[]
JELEc7PoejsnH7bQd,[],[]
gR2N6juGx8c3XanqG,"[3, 4]",[]
DugmDSjqvAo2m5az9,[],[]
2uvN5krdRPAbvjf6n,[],[]
iHhXgfftBAPqHFXLE,"[3, 2, 4, 1, 1, 4, 2, 1, 1]","[1, 8, 2, 2, 5, 2, 2, 1, 1]"
QbLPwBzxYZHWD7HTT,"[14, 1, 1, 1]","[2, 7, 4, 1]"
M42TYmBdZrHx36hND,[],[]
5EJstxsW5BiX7oPTY,"[1, 1, 2, 1, 1, 1]","[10, 5, 2, 1, 1]"
YdGvxTKpfyJjf7PBC,[],[]
RnXKwhwtBgjuKx5Ds,[1],[]
w7yh46LaMiQzitpEw,"[3, 1, 1, 1, 1]","[4, 1]"
ge9CaS9WDLH8bNHS7,"[1, 8, 2, 1, 2, 1, 1, 2, 2]","[1, 1, 3, 4, 1, 4, 1]"
tnHvocdLx2iB9BM2f,[],[]
vgSACQsYJrfhzJzrm,[9],"[1, 1]"
4hGaSvC2NrBy4KmPL,[5],"[1, 6]"
MTpd5WJn9sKGuQ38H,[3],[1]
W6jwuQfaSj5ji2FrN,"[1, 1, 3, 4, 2, 2, 4, 11, 2, 6]","[1, 9, 5, 3]"
dwqGsvmbhWd9Fd62j,"[2, 1]",[]
3h6sNA5fJZsZMeJA8,"[1, 2, 1, 1, 1, 1, 2]","[1, 2, 1]"
H2gS4vbHpmytNRExz,[1],"[1, 1]"
pb5iZmXfnMkK9MTiE,"[4, 1, 1]","[1, 5, 1, 4, 2, 1]"
8iMiBBodpbA3mxCBx,[1],[1]
wSdEdAaPEqNNMFFAT,[1],[]
9AYvctMPS8Bc9p6us,[],[]
f63bQxdMsqdGedhLP,[],"[1, 1]"
gAb7M5tjWrGpNwQFf,[],[]
AkagncufuQgkX3C9e,"[7, 2, 3, 1, 7]","[1, 1, 8, 1, 1, 1]"
9Ehphf2FaQeysLHgh,"[5, 2, 5, 9]","[6, 6]"
SF4tMuDXHxgAbGc7t,"[2, 1, 1, 1, 3, 1, 2]","[1, 1, 3, 1, 1, 1, 2, 1]"
vWFFDWkidxMitv97a,"[1, 1, 2]","[3, 1, 1, 1]"
azsvwdr2PNiWp4Wed,"[1, 2]","[1, 1, 2, 1, 3]"
NTdWGrbSQHAwqtLp4,[],[]
iKj75N822f2JKg8RG,[],[]
HtjyTcyZKZDQSYcAG,"[1, 1, 1, 14, 1, 1, 2]","[1, 15, 1, 5, 1]"
chHMDBzLtAjb98AHv,[],"[1, 1]"
nDWGeeKAnRmR6s9Gt,[1],[]
na8ZSjM3ZjT6Nwkr2,"[1, 2]","[1, 1, 1, 1, 1]"
mxDQcsLk7EhC3gamP,[],[]
R2fnaqC2SCBP3sYKj,[],[]
mJ3RW89KNZmKMq3T9,"[2, 1]","[1, 1]"
cFBa2kxHi8cz4qkym,[],[]
qFNbP5hZG5k2c8GB3,[],"[1, 1]"
nnSAc74HAQhd4Ygqp,[],[]
rPfgQ8jPZJkMfn2Br,"[2, 2, 3, 2, 6, 10]","[1, 1, 12, 1, 1]"
v73hZCCiTn2zaKvRZ,[],[]
bg8xD7LekyrzRgAkw,[],[]
pxX4aHP32FwL73KC7,"[1, 3, 1, 3, 1, 3]","[4, 1]"
r6GmpsMx4LjRR4mRL,"[1, 1]","[3, 1]"
C7Pmc3GBh5cnEXvcq,"[2, 1]","[7, 2]"
ePF69noBATrs9u2br,"[7, 3, 1, 11]","[12, 4]"
NzRip7ifCi3xub2aL,"[4, 2]",[]
CoPXAiXLrfunwKyfu,[],[]
c2mpZH2jC5u3qCnEn,[5],"[1, 9, 1, 1, 1]"
MncHK4XS8gFnby8BE,[],[]
wC2BGo9X6NDmtiFJm,[],[]
ZiqsqhLkkAewXQoK5,[],"[1, 1, 1, 1, 1]"
8bbLx2hmjFcaEw2fr,"[2, 2]",[]
cKJtcfoQtAh95WMhW,"[1, 1]","[1, 2]"
B8EarCbQebWHmr9aA,[1],[]
ZRh9MkywWQbopWA7B,[3],"[1, 7, 1, 1, 1, 1, 1]"
92tDz5NcKJproBqxF,"[2, 7]","[20, 15, 1]"
wpTMyv2Yahyg5HgHE,[1],[1]
mwvRdQJSnS2cjsqKS,"[1, 2, 3, 1, 3, 15, 5, 1, 1, 4, 1, 5, 3, 1, 3]","[1, 4, 1, 1, 1, 1]"
k5GrxkoAbbMAjZojH,"[2, 3, 2, 3, 4, 7]","[5, 1, 10, 5, 9, 1]"
2zfNz5NkPHvdSurni,"[4, 1, 1]",[2]
FNE69MMwC2925i87Y,"[1, 1, 5]","[1, 1, 1, 6, 1, 1]"
79rfdNptWwrNJWm4t,"[1, 1, 2, 1, 1, 1, 1]","[1, 2, 1, 4, 2]"
x9LG8hX6djbpjoHyR,[],[]
mzgSKzzT9Mdo5xwrv,[],[1]
vxyWJKMaeL9MAkvqb,"[1, 5, 1, 1, 1, 2, 5, 1]","[5, 2, 1, 7, 1]"
fpdwKzJbQgbfNjKyJ,[],[1]
CM5putpHTKhEderDz,[],[1]
iiTFzPadbZe4qyeRD,[],[]
rtvry22PTpSRSD26b,[10],[]
jqCroerJSQboNtwxR,[],[1]
a5veDf2Xy3JZsW2Ko,"[3, 1, 1, 1, 1, 5, 1]","[4, 1, 1, 2, 1, 11, 9, 7, 1]"
dEuy3LPgLtNs6JG5L,[1],[]
epn9LeZdZ8ccYLteh,"[1, 1, 1]","[3, 1]"
FYdbk57YnLn2Bdhjx,[],[]
3GsvHmMiAW8ZQQYmK,"[4, 1, 1, 4, 1, 1, 5]","[11, 8, 5, 1]"
XDPLnz3A5Ey5rgwYS,[],[]
mwx6KYjevDCDmnKdy,[1],[1]
f8ieaQuB2pKdBfWff,[4],"[1, 1]"
pRXoRTNoiALCmc9Hf,"[3, 6, 5]",[]
n4TB8WbF8tCmkNozy,[],[]
Po8GKpG3BbpnaaGuL,[1],"[1, 4, 1]"
CFYSpp2oHxoAWcruM,[],[]
NeydJAwFLeGuuiyXe,[],[1]
j2KANJ8ivx7rT8Qki,"[3, 5, 1, 1, 4, 2, 1]","[3, 1, 1, 1, 3, 1, 1]"
Z9zX3mnQNFa334FGx,"[20, 1]",[2]
uCBqZ2QEbLeTKb9jE,"[1, 1, 1, 1, 1]",[]
W5dqoxkm2JcGzwE5q,[],[]
JRLSwQThyAdD4m2Mv,"[2, 2, 3]","[1, 6, 3, 1]"
NhfqG8wAwGBBd7n9N,[],[1]
s355Qn9sTcvogd6RP,"[3, 1, 1]","[5, 1, 1, 1]"
dJGkXWC9JEka225ko,[1],[]
nw9nrXrmEEwLKE4fW,"[1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
8zoiskkfGDWe7dE9z,[],[]
oFQNsAverdzL5kbGm,[],[]
WomuFuXy55Ykoeujq,[],[]
gPKE25rokNdsf5YYM,[],[]
5rQkav2aSBXizvDwp,[2],[]
scxzqp7A8DydGk3zi,[],[1]
9zvANvjHo5MfYgS3S,[1],"[1, 1, 1, 2]"
XuZSrTRQm77cP3b2o,[1],[]
xCB7k2ZKCDZeNdRT5,"[7, 1, 2, 1, 1, 1]","[2, 1, 1, 5, 3, 1, 2]"
qnFuCEtPYxqe9SFcX,[],[]
BoG2BtW8j4hXDPSwT,[],[]
4x7sp5cazAYFrATrH,[],[1]
3GNw8YcTNnc5JNtDE,[5],"[1, 1]"
5aCri644F2QZQvR65,[2],[]
3YFmAamHhejva3G2s,[],[]
uitZLrqkTYkHYi2BF,"[4, 3, 4, 5]","[4, 6, 1]"
NqbapL4335xRMjQaD,[],[]
y3bZb9gbvodfEeXZ4,[1],"[1, 1, 1, 1]"
DgBnwunF9c4b8H6Ld,"[1, 1, 4, 1, 1, 2, 1, 1]","[1, 4, 1, 1, 5, 1]"
NoApTwHa9S2yw47Sa,"[5, 5, 6]",[]
xBvYtjALB6wT8zgLt,"[2, 2, 2, 2, 1]","[4, 1, 1, 1, 1, 1, 1, 8, 5, 1, 1, 2]"
yoMbcktk2xYy4PHLr,[],"[1, 1, 1, 1]"
2X5xZyu9rXKmmR6ag,"[1, 3, 3]",[]
jfQMzozRwxGfZn8ci,"[1, 3]",[]
moKK2BMjzhBXzXgJS,[1],"[1, 1, 1, 1, 1, 1]"
52Rw4NF5JH5oJrqtz,[1],[1]
4tFk99KD9W3uKivfk,"[4, 2, 1, 4]","[3, 1]"
8CGNBhocWQuKW64nM,[],[]
eCEHcdnLqq8Z4N74J,"[1, 2, 2, 2, 3, 1, 1, 1, 3, 1, 2]","[1, 1, 2, 1, 1, 1, 1, 3, 2, 1, 1, 4, 1, 1]"
QYiis2KmFoh7XxMSa,[],[]
uhLS4GDYbzbQ8QJjr,[],[1]
dnaxjjzeCbSoZrvYi,[],[]
Yd2CpMPwABbfwYcox,[],"[1, 1, 1, 1]"
iT7cFiiHnuAyczGDb,"[7, 3, 1, 2, 1, 1]","[4, 7, 3, 1, 1]"
pNKHAaAKjTjGQKu7G,"[4, 1, 1, 1, 1]","[5, 3, 1]"
sQTf72DxqzTzEijtt,"[2, 1, 1, 1, 2]","[8, 5, 1, 4, 1, 1, 1]"
bcMZCcDmqzPmZdNCM,"[3, 4, 1]",[4]
6j84iDRfixowpCRCo,[],[]
Pv65TxuesZXT2TkL9,"[1, 1, 2, 1, 2, 1, 1]","[3, 1, 1, 1, 1, 1, 1, 1]"
GvhsDELPMHLJTeF4a,[],[]
gQnpf5YAapR4YjqTK,"[11, 6, 1, 3, 1, 1, 10, 6, 1, 7]","[8, 1, 28, 17, 10, 8]"
FjqDsKYKtfDdkh9yi,"[1, 2]","[6, 4, 1]"
r2pqaERTrxD4PPo5m,[],[1]
wP4tYmREQRHmsh5Dp,"[1, 4]","[2, 5]"
vwbyanG8DD8duR3Kq,[],[]
BWSq8t8GhiFrRHyvT,"[1, 1, 1]",[]
S6KPxpTCv3CHa3T3W,[],"[1, 1]"
6vYueWLrcFYDsSf38,"[5, 1, 4, 1, 1, 1, 1, 1, 2, 1]","[1, 1, 3, 1, 3]"
E4gckaJXdsqoxuMPr,"[1, 1, 1, 1, 1, 1, 1, 2, 1]","[5, 2, 1, 7, 4, 1, 1]"
EDRrDFtGbzvT53vBP,"[1, 2, 1]","[3, 3, 1]"
3tsD5yJeyhginDekC,[],[]
uNk6F2xtfs73vCa92,[],[]
4QTdNbG72z6y7P8BK,"[6, 2, 1]","[1, 1, 1, 1, 1]"
MFDhfB476rEFAgMWt,"[1, 1, 1, 1, 4]","[1, 4, 2, 6, 1]"
dQquWAT2wHDWAdQyS,[],[]
F9rMFQXPwkTf9C2jL,[1],[1]
jkJK4NYaaYRTbhZPN,[1],"[1, 1, 1, 2]"
ZTg5S32ri3y59ohGM,[],[]
3MAmn29WifAq5fGyD,[7],[]
JmMwfWinSaLjEWCfG,[],[]
C46sTjmEKFBMouShE,"[1, 1, 1, 2, 2]","[1, 1, 1, 3, 1]"
8Mm9op733t9ajcED7,"[5, 1, 1, 1, 1, 2, 4]","[2, 5]"
vffjDttaF9DeKBPJS,[],[]
gs4WnfpTuCnX8iZYR,"[2, 2, 1, 6, 4, 1]","[9, 7, 2]"
yJsnTmj9f8jr8KYmK,[],[]
E8CkucZoru64g4ygA,"[1, 1, 1]",[1]
CRAjiLNJkdCwbJ3ri,"[1, 1, 4, 5, 2, 2, 1, 1]","[1, 5, 7, 1, 1, 2]"
tSRywz7wuDuaQRt4t,[],[]
GFbNrEXvLKbzPoTxo,"[2, 4, 2, 1]","[5, 1, 1, 1]"
HYbx5oZxYbciRpgmS,[],[]
LPckaP6cCQTX7iDQ5,"[4, 9, 3, 1, 4, 3, 1, 2, 1, 3, 1]",[]
cfe83EJGN5pXeiTgj,"[2, 1, 1, 1, 2]","[1, 2, 3, 1, 7, 1, 5, 1]"
pZHxHrkwkuY7pk5Zo,"[1, 1, 1, 1, 1, 1, 1, 2]","[1, 1, 3, 1, 2, 1]"
harXj5xnu3eK2KnEz,"[4, 1, 2, 1, 6, 5, 1, 3]","[14, 7, 5, 2, 7, 1, 1]"
SvoszMcZcciu5ty2Q,[3],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
k3euTmTGTDK92H22N,[],[]
siWpKdzTMfEgTMxTm,[],[]
Hy2N93wb8dXq2qXT9,[],[]
9vf3vsrHyTmJATnjr,[],[]
LFStco9ZTbdGLHa3Z,[],[]
D4YS4TirbYjaFtPeB,[],[]
4dtajapoZMWDCs6k8,"[1, 1, 5]","[1, 1, 1, 1, 1, 6, 1]"
n9dYENDDSayoqxurK,"[2, 2]","[6, 3]"
PTW7t7pbiDCMHQgjq,[],[]
PhSsvQAzzMkBaWQdc,[2],"[1, 6, 1]"
FkzotkE5HWCJnfyyk,[],[]
kkYoGupus67u9PY2e,"[1, 4, 1, 4]",[5]
4TCx7L3JJkKJjnA2N,"[1, 1, 1, 3, 2, 1]","[5, 2, 5, 1, 3, 1]"
LsF9cRWvomHnABk2g,[2],[]
YySnzoZMGCkea4fkQ,"[1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 2, 2]"
id76Aq4c3vc6Lj37k,"[8, 1, 2, 2]","[9, 1, 1, 3]"
ocrF2iZWBwp3JnJJX,[],[]
jtrjfdZPfCngizaZo,"[1, 1]","[1, 3, 1, 1, 1, 1, 1]"
EHDzx5xBCSsKvshE8,"[4, 2, 2, 5, 1, 1, 1, 2, 2, 2]","[9, 3, 1, 3, 2]"
ddpKaWodHd8xhdLtc,"[1, 1, 1]","[5, 3, 1, 3, 1]"
vEsCxk837rRbKceyd,"[1, 2, 1, 1, 1]","[3, 1, 2, 1, 2]"
Fr9KBKfzFPmiibRgB,[],[1]
3iQhpH8YMh69a8CJP,[],[]
njGYyQejdKK8bmsnX,"[2, 1]","[1, 7, 1]"
CRkC2dJAzPkFoarrq,"[5, 1, 3]","[1, 1, 1]"
9bGvdd6y6yksHcJXd,[],[]
vcEEKDkCykMFiuwLT,"[1, 1, 1, 1, 4, 7, 1, 1, 3, 1, 10, 5, 1, 5, 2, 1, 1, 1]","[2, 8, 4, 1, 2, 17, 6, 1, 1, 3, 1]"
ArpmK8w5CWadjwMyK,"[1, 1, 1, 2]","[4, 1, 1, 2]"
DXjERTviaWRRRPnCu,[],[]
Kky9kB8ksgzxvM8Pd,[],[]
uA9zM69X2rEeikZio,[],[]
KJ4bQYWjirE8nvP94,"[2, 2, 1, 2, 1, 1, 1, 2, 1, 1, 3, 4, 5]","[1, 2, 1, 5, 1, 1]"
eDcYRtYe4isGopqWm,[],[]
JFNda8AnDpthhm8m7,[],[]
6HujE9cCS7Ro4eJ7Q,"[1, 2]","[1, 5, 3]"
GhyTkGM5uBL6dgidq,"[1, 1, 1, 1, 3]","[2, 2]"
aN6Jw8b3Qfz4pDzDj,[1],"[1, 1]"
6jTHpmyPT4qEFPM2G,"[1, 2, 1, 1, 1]","[1, 2, 1, 3, 1, 1, 2]"
igXDbZeRXQmuZdaiS,[],[]
Zwr2gNCPhrXn9Yxj2,[],[]
SqQ58xEYznvooBxY2,[],[]
tiWxucBckwvHCHgSb,[],[1]
DBiuTcz98qRKZntsP,"[2, 5, 1, 4, 1, 1, 1, 1]","[9, 1, 1]"
KyQQe2FcJYdGHwtXa,"[5, 1, 6, 7, 1, 1]","[6, 8, 1, 2]"
7LGTSo3ai55kABDym,[],[]
5cp3PBZdMWBRKsiAz,"[1, 6, 1]","[8, 1]"
NhkAzDgNKFkptWrEE,[],[]
D6HiPzMuKxJdye7nC,"[2, 2, 6]","[7, 3]"
Cn2GY7bNA4fahffRE,"[13, 1, 3, 2, 9, 11, 11, 3, 6, 2, 3, 2, 4, 2, 8, 1]","[2, 22, 12, 7, 1, 1]"
RGXEeM5gLJNLT6Taj,[],[]
B8PxMPTqqnh4tkTZt,[4],[1]
z5suRw5yFySYdaeCR,"[2, 3, 1]",[]
wHojLLk7ukDraa2cG,"[2, 2, 1, 3, 2]","[1, 1, 1]"
fsShH25JpwsKjXeYs,"[2, 3]",[1]
cJ6fSQSdgqRryMwhH,"[1, 1, 1, 2]","[1, 1]"
Q6C67oNdNKZGWT8hB,[],[]
72RkZENxdemyBQnt6,"[1, 1, 1, 1, 1]","[9, 6, 2, 3, 1, 1, 1]"
WD8i7pZjjKKvxowQs,"[4, 2]","[1, 1]"
royRoh3bRS96WTLeM,[1],[]
bqib6f7HNdAqaaiad,[2],[]
X5hrCRf73pyL8Qbdw,"[1, 1, 1, 2, 1, 1, 2, 1]","[1, 4, 1, 2, 1]"
vLBr5ZPGhadDenmWd,"[5, 3, 2, 2, 1, 1, 1, 1, 3, 2]","[13, 4, 9, 6, 3, 1, 1, 1, 2, 4]"
ESua68iiwF7qj2GxL,"[4, 2]",[]
ui7HH5Yb4LLcpTsWT,"[1, 1, 2]","[1, 2, 4, 1]"
W5sRYyQ7yxG7SWnWM,"[1, 3]",[1]
iLY8jWxJFNxbJGznj,[1],[1]
2yo3F9Nqw8KrWfPwN,[],[]
PnLZAd33ETsFHPjEt,"[4, 2, 9, 1, 2]","[1, 3, 10, 1]"
46CnrczBN7GPcgDbd,[],[1]
Ew2954KFYpkG4r9YL,[],[]
jQa63xzeZx9wqjMgP,[],[]
f4ddfRyh64HC8PrBS,[2],[1]
nfynBaG4aQ5MDwicF,"[3, 8, 5]","[13, 9]"
ijcQKivXsdq93cZcF,[1],[]
rsLAoqESLt9P7Yiu4,"[1, 1, 2, 1, 1]","[2, 1, 1, 3, 1, 2]"
Pog4cHAvTjdscoGhH,"[4, 3, 17, 3, 2, 2, 1]","[5, 4, 1, 1]"
2FnArEr4xomQcJQqy,[],[]
hbJQqNydtLWnQBiQf,"[2, 1, 2, 1, 1, 1, 2, 1, 1]","[15, 12, 10, 7, 1, 4, 1, 2]"
3Xf8YuysFo4yxotiM,"[1, 2, 1]","[5, 2]"
8zE5zimQ4X7GyDcHh,"[1, 5, 1, 1, 1]","[15, 11, 1, 1, 1, 1, 1, 1]"
zqfTkDgCtgMvKw5eu,"[2, 9, 2, 1, 1, 1, 1, 3, 3]","[1, 3, 7, 4, 2, 2, 4]"
YWRWNGhvSdYLght3X,"[2, 1, 1, 1, 6, 7, 3]","[1, 3, 6, 2, 1, 1]"
AkZAyxp2hmGeQhnA7,[],[]
8RwTmbdTR9TokFncy,[],[]
26w4v9eBJmLNCkCtG,"[2, 2, 3, 6, 1, 4, 1, 2]","[8, 4]"
vg8oqWweYjxFDwSyB,[],[]
kRyocaQfTPfQn4R2N,[],[1]
4HxAEfRs8nqwLRWEw,[],[]
cEy59tFNdJjMn9Eem,"[1, 1, 1, 1, 2, 1, 2, 2]","[1, 1, 1, 4, 1, 4, 1]"
WdrNZCJgE5cYCWuqp,"[1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 5, 2, 1, 4, 2]","[1, 1, 1]"
pPvpaTo5J2zAcTi7W,[6],[]
hQTxrNEpnKEjeALDB,[],[]
Yt2hP9f9Lon7pDMRR,[],[]
7qzTiF5JaLJhi4Z5h,[],[]
SNTrRN8kFZxurpG6q,"[1, 1, 1]","[1, 2]"
ejGtveou3fSmHfZAC,[],[]
mHPRuhXXYMWQj9tF2,"[1, 1, 3, 2]","[1, 4]"
hiRxCYK9iGsT2Ws44,[],[1]
mMN9sa2GPW8GTcWMt,"[1, 1]",[]
Wm4Lutgx2r2vSmx8h,[],[]
naZJp5eF93qcRKh9D,[],"[1, 1, 1]"
tW5JBg6oBjGmtezka,[],[]
t7s9QY9ZCtYHT2CGE,[],[]
jcEcXFB8u2Z2aiCeY,[],[]
EgsJEapvsrxXF9dE8,[1],"[1, 1, 1]"
7wxmv6zLcKQA9qNK7,"[1, 2, 7, 1, 2, 2, 1, 3]","[2, 1, 1, 1, 3, 1, 1]"
msLGHnoBMjejK6q5f,"[1, 1, 1, 1, 1, 2]","[6, 4, 2, 11, 9, 7, 1, 1]"
SuzjfuuxTe5Y6biCT,[1],"[1, 2, 1]"
PXQepNLwGycT39cQX,[],[]
BLHL9cAGBf7v9rXaR,"[1, 1]","[2, 1, 1]"
G9DPyuxk8FrRCJxcZ,"[1, 7, 2, 2, 2, 2]",[]
sfLryRuHE9ZJaGyTY,"[3, 4, 2, 2, 1]","[9, 5, 1, 2]"
CMFSwtMtXjBGtyBvx,"[1, 1, 2, 1, 1]","[1, 10, 8, 6, 1, 1, 1]"
xS45SCKucMNEcjku6,[1],[]
Pw8YgYc2ntabvacfQ,"[1, 1, 4, 1, 1, 1, 3, 1]","[2, 2, 1, 1, 2]"
XhAAWnqGCbytb9Biu,"[2, 1, 1]","[3, 2, 1]"
zaH9C8xDfjxfM7H9Y,[],[]
zSLS5koqnTkf2qzmZ,[1],"[1, 1]"
jrcokuM8CySyBXyDq,[],[]
SdGgo4NS76DNgg3zG,"[17, 1]",[]
eejuPsCBtPc2ArtH3,"[1, 1, 1, 1, 2]",[2]
JmAKKiNsFFX3yxpCx,[],"[1, 1, 1, 1, 1]"
Gku3xJxaYBrFnLFof,"[1, 1, 3, 1, 1]","[2, 1, 1, 1]"
Hu2L4e5DGFko5yp6t,[],[]
iv3M4YGbc8sYqhfnu,"[4, 8, 6, 2, 1, 1]","[22, 17, 7, 1, 3, 2, 1]"
bWY67s9tiqxhhNCA9,[],[]
c7kcaoN65BxH8tMaW,"[3, 2]",[]
DiFCSNcWYpYqFv5tJ,"[6, 3]","[14, 7, 1]"
jtNRbtCbD9ovvLmPC,"[1, 1, 1, 2]","[1, 1]"
CFoRZHZuinNiYnkdT,[],[]
tjnDWMZhHNzQ7TFGh,"[3, 1, 5, 1]","[1, 2, 2, 1, 1, 1]"
QrBDeeEXgWoDLwjkA,"[6, 1, 1]","[1, 7, 1]"
vdqk3NhKHtnBWCsor,[],[]
awsndADjuywASk9P8,[1],"[1, 1, 1, 1, 3, 1]"
LeK6fBLLj3wExSTXd,"[1, 1, 3, 2, 1, 3, 4, 3, 1, 3, 4]","[1, 1, 3, 3, 1, 5, 1]"
EnprJaLkYYYHiMxKd,[],[1]
u9nLbM7BSaNhrhGpN,[],[]
REPASYYJbbcSgxCQ3,"[1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]"
fd7rtzs9sqmHe8hye,"[2, 3, 1, 2, 4, 1, 1, 1]","[1, 4, 1, 1, 8, 2]"
2rzxYG9PveJAXox6q,[],[]
A9CvRT95ChoozZJwW,[],[]
sQbzqHWSWm4PXTev8,"[1, 2, 1, 4, 5]","[1, 1]"
PmNjbnt7rLEZEQtGW,"[1, 4]","[1, 1, 5]"
Ded4ESyAsMpiNguAY,[2],[1]
TA2S2uLXtjhbkZm8k,[],[]
rdHLjANEeNpnDnZAH,"[3, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1]","[1, 4, 1, 1, 9, 7, 5, 3, 1, 1, 1, 1]"
hSwNrciWoFFhWHHPJ,"[4, 15, 18]","[16, 1]"
n2j4s6YYkuWvfpmv2,"[1, 2]","[1, 1, 1, 1, 1, 4, 1]"
44NYJps6AugZnkxFa,[],[]
qWpdLJXpRoAF3KCyF,"[1, 2, 1, 3, 1, 1, 1]","[1, 3, 2]"
fzbTgB3PLsh8qib2A,"[1, 1]","[3, 1, 1, 1]"
kYXojwR9EoyhJWuu5,"[6, 3]",[4]
bKrY8bMriZ6JnbQRA,[],[]
5yKJXTEKLMkMeoDN5,"[1, 1, 2, 4, 3, 1]","[1, 1, 1, 1, 1, 1]"
P6FxmnYMhxtdahp6H,[],[]
TKHhaTTvPdKuaG9Nq,[1],[]
4H9BE5TFjDRougPsC,[4],[]
6PoG6ydzLu4ZHRq2Y,"[2, 1, 1, 7, 1, 1, 2, 1, 2, 1, 1, 1]","[3, 1, 2, 5, 3, 1, 1, 1]"
3xZpBjM8ewL6aGA9i,[],"[1, 1, 1]"
RRXMwMLomGt3Bt9Fo,[],[]
ByX7pEQgamx7wdn82,"[1, 1, 1]","[3, 1, 1, 2]"
zEaCxFAT3wHBJxZHC,[],[]
SbwT6cZANvkbK5ME4,"[1, 4, 3, 1, 7]","[4, 1]"
HRPtmSAwgPHFRxxR9,[],[]
as3vZoz36n2SQupvt,[],[1]
w9Entnnwqb5EwMQuR,"[2, 1, 3]","[1, 1, 4]"
ZEBX4A2rvJwnWteYM,[],"[1, 1, 1]"
7YnKTppMiMfa7sEH4,[],"[1, 1]"
kSaaS8Yvht5TPnsEx,"[2, 1, 1, 1, 3, 3, 1]","[2, 1, 1, 2]"
x65zpz2WDQGtPWrJ8,"[2, 2]","[3, 3, 1, 1, 1]"
TAo4z8WSN6BEZgyzR,"[2, 2, 1, 1, 2, 1, 1]","[4, 1, 3, 1, 1, 1, 5, 3]"
PMdsfAuBN2aAMA5n9,[],[]
Ree77gsm7PRyirir7,[],[]
v34rEjCfDYTG3doqa,"[1, 3, 1, 1]","[4, 1, 2, 1]"
Kfu3E7uqZsM9xttEP,"[6, 1]",[]
PoHxyEEZYhbzmxCNK,[],[]
9jcjEEHL3BpHQT46Q,"[1, 5, 7]","[1, 1, 1, 6, 1]"
63T9GD5v8aGB6sf6x,"[1, 2, 3, 3, 2, 1, 3]","[18, 15, 9, 5, 2, 1]"
S5oA2B4RxR2TgA8Ng,"[2, 2, 1, 1]","[4, 1, 1, 4, 1]"
nbWaLy36eZ8TQCNcF,"[1, 1]",[2]
TZbcGF3ini83Pro8m,[1],[1]
NfXRwrutPeYkYdvBT,"[1, 1]","[3, 1]"
misNjXMN4r8Phq6Lh,"[1, 1, 1]","[3, 1]"
pMb5edE5bwhQGFsXB,[],[]
C4sf7kdagKYiNd65K,[],[]
ch6rCfuW7QzZxTQxc,[],[]
LMCL9ysaxAsh5SqGr,"[1, 1, 1, 1, 1, 2]","[1, 2, 1, 5, 3, 1]"
