id,parseerror_distances,not_parseerror_distances
rgJ5CCNEqNTE7MJs8,[],"[0, 26, 27, 35, 53, 61, 53, 1, 34, 70, 64]"
zgF76QaXK2DRhJ7HQ,[],"[17, 26, 9, 25, 16, 35, 16, 51, 25, 25, 21, 8, 33, 13, 77, 76, 20]"
FBD6yMkyha7FecaCp,[],[]
2HQHJcbv8RaMghtgh,[],[]
LHryqqRXFjfXuxb9Z,[1],[]
utdXJHTKW6ouCWjyv,[],"[24, 25, 33, 57, 18, 63, 4, 90, 55, 53, 862, 265, 0, 2, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
J3jvcmwZ7o59TttG4,"[1, 2, 16, 1]","[26, 27, 37, 70, 64]"
Jurs5dsKgLszqWvzG,[5],"[32, 30, 33, 39, 27, 1, 44, 30, 12, 54]"
mYqdKRWuApSzLeguJ,[29],[]
iv6zKFshh7noPFqHA,"[8, 18, 9, 27, 0, 2, 27, 3, 15, 17, 25, 21, 31, 2]","[4, 4, 22, 23, 4, 49, 2, 1, 73, 17, 2, 2, 100, 4, 27, 47, 1, 3, 52]"
x9qNfHvuRitEFXmfW,"[6, 25, 1, 1, 0, 1, 18, 9, 10, 5, 3, 9]",[]
e9xiwpbkGNwQ36NPT,"[15, 1]","[29, 1, 30, 52]"
JsRyBtTcAqwoj4RzJ,[],"[14, 11, 21, 26, 25, 8, 13, 20]"
Bc2GSpvLFscoN63pP,"[1, 28, 1, 15, 0, 1, 13]","[32, 13, 23, 9, 2, 18, 25, 2, 15, 20]"
GsXsfACmXpeADABMG,[],[]
3YYRiugHKLPtuyXsk,"[0, 0, 16, 31]","[34, 0, 37, 55, 54, 63, 2]"
jPD6y98BQTbh5ePNY,[],[]
vnnYhR5cRnA5FR4hv,[5],"[26, 27, 35, 48, 15, 1, 1, 17, 9, 12, 12, 21, 6, 25, 14, 2, 3, 1, 1, 29, 0, 22]"
TiroY7wCyZegssLtx,"[2, 1, 23, 1, 16, 4, 93, 2]","[14, 16, 1, 26, 0, 0, 2, 2, 29, 13, 0, 59, 25, 19, 3, 31, 14, 2, 0, 2, 2, 25, 0, 44, 0, 55]"
bXj4Jx8fnoQqk5eG2,[],[]
2fF9up7juJpHKEynN,[],"[0, 4, 19, 16, 144, 15, 6, 6, 69, 32, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 0, 1, 0, 19, 55, 55]"
qArTLabijSo3Zigv3,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Roe4NzdKtaPxm6siJ,[],[]
AfJehnS2MiFdaiWAy,"[25, 86, 18, 8, 30, 2, 6, 5, 2]","[30, 27, 14, 25, 33, 24, 4, 4, 20, 62]"
R6pHr4JkKpzDdNjBD,"[15, 28, 1, 1, 31, 48, 4, 17, 37]",[]
eTwwvmMyJmDTPiCiW,[],[]
PYXSdrCPMfiv6eddq,[],"[10, 26, 20, 28]"
BxWYwa9bYzmSzLgGh,[1],"[13, 11, 26, 15, 10, 8, 13, 20]"
3oMaLGcFXSFNSqzLF,"[0, 9]",[]
zPRn2HsG2WHKJsXBq,[],"[27, 0, 28, 54, 0, 54, 0, 64, 54, 34, 58, 65]"
bpNK9BCjpYBrjzgD3,[],[]
3DxcQevwMA9wjbLiC,[26],[]
eXnZWdAb72fttqMHg,[],[]
NKnNQTjDqW7NJSf6A,[],"[0, 0, 0, 0, 0, 0, 34, 0, 0, 0]"
ERGLgAEGjgiZHr2dA,[],"[10, 12]"
snTomXozM45zJmG7S,"[3, 0]","[22, 24, 9, 5, 25, 16, 33, 17, 51, 25, 0, 59, 45, 24, 6, 44, 8, 13, 19, 38]"
ufcxz68k4A43vthur,"[1, 1]","[2, 2, 68]"
yfkwttf2G3MPfFBx7,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 12]"
oB44dMvZ6NZkBMnAR,"[16, 0]","[31, 32, 58, 0, 32, 0, 2, 16, 2, 8, 8, 40, 13, 25, 13, 10, 47, 0, 55, 0, 0, 0, 0, 0, 0, 16, 7, 11, 0, 16, 16, 0, 0, 0, 14, 0, 0, 13, 7]"
LsveR9uSrDHQQkkeW,[],"[9, 0, 12, 31, 9, 12, 27, 2, 4, 1, 4, 2, 35, 18, 37, 25, 48, 4, 8, 43, 49, 25]"
BXP6cNxxKHZ3MnvWu,"[1, 1, 1, 48, 0, 1]","[13, 0, 13, 0, 3, 13, 5, 13, 3, 15, 20]"
zXSatz5NsE2XZxFii,[],[]
vvb93PqRm6GEwHPWE,"[1, 2, 9, 33, 0]","[4, 0, 33, 67, 2, 6, 49, 23, 20, 17, 17, 36, 22, 0, 4]"
WCxftT2jAcThQt82L,"[1, 1, 0]","[71, 7, 36, 65]"
PArkbmdSSb4rCdeqS,[],"[14, 11, 21, 26, 25, 21, 8, 13, 20]"
pcv4xuPDBuQWMmxbs,"[14, 16, 4, 38, 36, 1, 54, 47, 12, 3, 4, 10, 35, 4, 13, 12, 18, 8, 7]","[3, 25, 42, 51, 17]"
ciufWnSHEmMDYwDmE,"[2, 1, 5, 4, 16, 14, 0, 2, 11, 1, 4, 2]","[34, 14, 20, 24, 12, 28, 0, 1, 12, 5, 16]"
5YEkRy2buuE4Zm7Ek,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
SHNSYEFkeeCTcM2FD,"[1, 2, 2, 2, 2, 4, 38, 4, 4, 5, 4, 0, 0, 40, 1, 31, 4, 4, 1, 83, 1, 10, 8, 2, 18, 25, 6]","[14, 51, 51, 24, 3, 2, 4, 8, 1, 6, 0, 0]"
CWYNQ9hHsxA2cWciq,[],[]
BeAT69reQZZjQz3XP,[],"[28, 27, 35, 52, 2, 72, 2, 54, 17, 0, 36, 15, 1, 65, 0, 0, 66, 2, 1215, 0]"
ErE2mzkuyDfoQFW7P,[],"[13, 78, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
BTMk52yLwMGrzGkwN,"[18, 4, 4, 444]",[]
oC46WGwxdtuugqF2G,[],"[10, 10, 0, 5, 14, 20, 23, 19, 9, 26, 1, 22, 6, 8, 36, 23, 10, 0, 17]"
pizKx2FhZKyFpfvk9,[],[]
enuSBETTCieHqndFv,"[0, 0, 60, 0, 21, 1, 95, 0, 0]","[0, 0, 0, 0, 52, 0, 56]"
pTdEcnbXemzotqMWG,[],"[13, 6, 0, 25, 14, 5, 24, 59, 45, 14, 8, 13, 56, 34]"
n5dPkpNkXLLsfL52D,"[64, 0, 28, 36, 1, 2, 0]","[29, 29, 37, 28, 7, 0, 19, 21, 19, 2, 7, 19, 19, 7, 7, 2, 18, 7, 0, 0, 7, 9, 66]"
4gwveFbfibHcs7c2M,[11],"[21, 26, 0, 28, 53, 27, 35, 1, 8, 8, 0, 26, 57, 0, 0, 37, 0]"
4Rn79BmPDY6NppzMJ,[0],[]
euo2yiwsXAyciWYPb,[],"[55, 0, 70, 70, 0, 89, 26, 1, 39, 60, 68, 2, 55]"
9QJHSzuQDKJWRrqrX,[],"[26, 75, 4, 2, 129, 60, 2, 2, 4, 2, 2, 1, 1, 0, 1, 2, 5, 2, 40, 39, 0, 39, 71]"
6x9KZYMvuJhsDfFrK,[],[]
o8WEhLwQG5hRud6hL,[],[]
4P8aCModjCiQ7KBgC,[],[]
yuzKqirs96q4yAC2h,[0],"[24, 25, 51, 0, 0, 51, 56, 26, 53, 68]"
TmnF2s8jNSbiio6ot,[],"[24, 26, 33, 51, 59, 27, 55, 53]"
fPtrC8tyCCMGtKn6G,[],[]
agz273ygbRLtZC9QA,[],[]
ZwEfMgDWQiF2ogFuQ,"[3, 10, 0, 7, 6, 23, 2, 18, 1, 0]","[54, 39, 3, 2]"
6L8Feic5GvKEwTZAg,[],[]
XSCvZagRKuG5HSsmD,[],"[0, 0]"
5AeZ6RPxYxBcxZeH9,[0],"[26, 26, 32, 70, 55, 22, 48, 30, 1, 26, 0, 16, 4, 59, 63, 2]"
hhcT6PezaNXCpdkT5,"[7, 2, 2, 2]","[21, 27, 32, 53, 19]"
QYwqBE6deEZZDPi7A,[],[]
78uHLFGaGqFo5KKys,[],[]
wCuYhRWj49rEvrhz5,"[4, 0, 3]","[27, 2, 53, 0, 53, 0, 0, 63, 73, 0, 0, 2, 11, 1, 37, 2, 38, 57, 4, 51, 21, 1]"
FZKiDkMguKhH7wgrQ,[],[]
gA8TjaXMGhsjS57tB,"[10, 2, 2, 9, 21, 24, 23, 1, 23, 5, 85, 59, 2]","[24, 99, 11, 23, 27, 56, 0, 0, 0, 0, 9, 0, 4, 0]"
mpboKRAFDDD6o596o,"[2, 5]","[24, 0, 25, 0, 0, 37, 48, 4, 4, 28, 15, 13, 83, 4, 0, 6, 60, 12, 4, 7]"
9ETd4ygpHyRn3HDu6,"[70, 3, 53, 19, 89, 50, 50]","[82, 30, 0, 0, 0, 0, 0, 0, 0, 0, 37, 28, 0, 57, 0, 67, 0]"
hkdw3Arwqmb2ZMgQk,[],[2]
ey9WPWy5WMiCQxEE7,"[1, 12, 19, 19, 7, 23, 12, 0, 0]","[23, 0, 0, 10, 14, 34, 20]"
qGwuN8Jwg75tZpnM2,[],[]
gB6P4ovBiybfedeyc,"[9, 6, 4, 4, 16, 10, 7, 21, 32, 8, 3]",[]
Q6NSYRaNbLkAj5RrA,[],[]
EXJ2XfRLBpAa98Bbn,"[0, 12, 5, 0, 7, 0, 0, 16, 93, 3, 10, 48, 44, 11]","[0, 0, 9, 0]"
BTJRC3uyv3LgxTXCA,[],[31]
qqtFF8oJrbsEPHyER,[],"[0, 0, 0, 0, 0, 9, 81, 2, 9, 23, 8, 26, 20, 98, 71, 19]"
gCi52WyzX5FCwa3EA,[],[]
5mBeS3Me9G2L7hqcx,[],[]
KX9yjeGA5RQXKjX5f,[],"[21, 4]"
YidMq76pRKJbjzqXi,[],[]
g96at8zdh4SWHAdGb,[],"[26, 52, 56, 2, 4]"
eTRfRop99wxcAGW9W,[],"[94, 57, 0, 0, 0, 0, 0, 0, 0, 0, 106, 64, 70, 13, 17, 2, 37, 16, 63, 24]"
DMbE2CYLHQAGvrMxE,[],[]
M6o8rzHQxwAXFYRds,[],"[0, 0]"
AJqgdJ8kvbs2o4su4,[],[]
npP5DSwX5evhbiBLk,[],[]
eaBge5bF6k3oQsRub,[],"[26, 27, 50, 0, 14, 4, 0, 48, 19, 68, 55, 1, 39, 12, 74, 13, 75]"
HJApoBwTzfth7NtDs,[],[]
rFjRdq6ACD3FA8xxu,[],"[28, 28, 52, 7, 56, 64, 98, 33, 121, 0]"
GooqBDbGMnYEpLTpa,[],"[24, 4, 13]"
KHsLJ39JntK6hgT3B,[4],"[8, 10, 10, 6, 26, 0, 0, 0, 29, 0, 60, 55, 0, 62, 7, 70, 2]"
nJacno7WQsaEvZFyX,[],[14]
kcSm3yDDrA49LP3yu,"[1, 1, 0, 5, 1, 7, 9, 53]","[8, 9, 11, 23, 11, 23, 2, 29, 2, 9, 8, 2, 8, 23, 4]"
aqfvTx4ehygP5kpBg,"[4, 28, 7, 43, 66, 13, 8, 2, 37, 2, 2, 8, 2, 28, 24, 80, 116]","[14, 16, 35, 20, 25, 16, 23, 0, 1, 0, 0, 0, 17, 0, 0, 17, 4, 2]"
2vK82ZT6BACbCPHeg,[],[]
GLnRfEN8oHhrc23at,"[396, 1, 0]",[]
C4juei4hCsPsX3pHo,[2],"[356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 1, 46, 22, 14, 14, 31, 42, 17]"
FYu22vJHCyoNgX26u,"[9, 17, 0, 0]",[]
MZH2ojMXtNS46GXsL,[],[]
Eo7hjzZobK8vvfe3m,"[4, 103, 0, 98, 6, 21, 6, 18, 6, 6, 9, 4]",[]
KFaPEeiHiTpdDwAeK,"[2, 0, 1]","[24, 25, 50, 0, 0, 0, 0, 38, 0, 2, 31, 2, 26]"
u3hgc6XPtNpWw9WNP,[],"[0, 65]"
8kPbXLDKHkcwpzZf7,"[9, 2, 7, 23, 4, 84, 86, 0, 0, 0, 16, 0]","[32, 0, 0, 0, 0, 41]"
iZBYas8fntCGSt2fi,[],"[16, 11, 21, 26, 19, 14, 8, 13, 20]"
M7ziesPxYAkHNTAha,"[28, 3, 84, 0, 2, 0, 0, 4, 5, 26]","[24, 25, 51, 51, 51, 25, 40, 55, 2, 9, 0, 10]"
AFPJXDbSvkzKHvs4b,[],[]
FZq6MtA4o2dCSCaFM,[],"[14, 11, 21, 26, 26, 14, 8, 14, 20]"
38k5zJGktemmJRhg9,"[7, 2]","[27, 31, 8, 4, 38, 56, 65, 68]"
cDCRdk2AqxLkE23nH,[],[]
PRWu3uAFve4hRqHu5,[9],[]
shiFR5T3gbgund9R7,"[7, 9, 1, 64, 0]","[48, 4, 23, 23, 0, 0]"
fQBfjbf6kWgZPcmaA,[],[3]
YmMJRfBZMEAectcEh,"[19, 30, 17, 19]",[]
mQhfWqEjNRxrXN5am,"[2, 1, 2, 1, 17, 2, 6, 2, 4, 71, 9, 6, 1, 13, 27, 27]","[14, 0, 0, 15, 41, 37, 10, 10, 7, 19, 18, 14, 17, 15, 30, 49, 77, 0, 12, 5, 23, 19, 4, 20, 21, 2, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
zyoysjkmXr7Q9Ddz4,"[2, 4, 18, 16, 3, 2, 13]",[]
NdMxRmgiXBT3cneCm,[9],[]
A8qYdjtK3ipxKQPou,[],"[26, 27, 0, 0, 0, 0, 49, 0, 0, 51, 0, 0, 0, 0, 48, 48]"
BNsMLSdJWbm5fwSgY,"[4, 8]",[]
WkjRX6EXdiJ76gf49,"[0, 1, 1, 12, 27, 0, 56]","[8, 28, 28, 31]"
pqwyC3LSTB2NRJRnd,[],"[4, 4, 26, 27, 54, 134, 0, 0, 0, 43, 68, 100, 4, 0]"
e2mo89W7uHH3ysFNo,"[1, 1]","[4, 53, 177, 6, 2, 65, 1, 2, 64, 28, 27]"
SzsXJSWcDWcwn3CSq,[],[]
HfFNsLYxTbjXtncS8,[],"[11, 21, 26, 25, 21, 8, 13, 20]"
YBNfKtxxpp9Ffbm9x,[],[]
sahnaZ5gPrCYsTTsS,[10],[]
Fy9PzJcGSSbrnivur,[],"[15, 24, 25, 33, 36, 66, 1, 36, 62, 68, 2]"
SWmCYii3uqzvMxCSr,"[2, 0, 3, 26, 0, 24, 2, 18, 27, 42, 5]","[31, 32, 58, 36, 24, 29, 2, 1, 0, 67, 3, 11, 19]"
9qdZ6onT4v49Qaokm,[],[]
FcbytyR4FW8XNmwNS,[],"[4, 7, 2, 4, 6, 7, 2, 6, 32, 6, 2]"
XeRZuy5fqLX9ujvgo,[],[]
og8Mov8EbJnGxE9rN,[],"[25, 27, 33, 53, 149, 27, 24, 55, 0]"
5cdjhWGQyhbhXrBnQ,"[0, 4, 59, 0, 18]","[21, 21, 26, 0, 27, 35, 0, 27, 1, 81, 0, 21, 3, 3, 41, 40, 0, 0, 52, 0, 19, 2, 0, 2]"
nSHQFmu4AeHYYgcp6,[],[]
Z847hA2MhuEHm4yAn,[],"[196, 0, 0, 0, 0, 0, 0, 11, 55, 64, 0, 2, 66, 2]"
h47qiL5hNtTSfGjvG,"[65, 1]","[24, 25, 33, 8, 22, 62, 55, 86]"
jyWA7p3oXgL4AQWJx,[],"[0, 47, 28, 44, 13, 36, 58, 7, 68]"
XPS2nLkFhtYGKBaWA,[32],[]
Kq3GjcupfaaBLBk7f,[1],"[25, 113, 0, 0, 0, 79, 19, 55]"
W9osfobij374oeMbj,[],[]
gXBGqqKut9ZZBNAQG,"[15, 2, 2, 0, 1]","[1, 3, 1, 0, 1, 37, 2, 0, 30, 65, 2]"
gR2F9Gdwt8ueXSFBi,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
Wd835uR9xtNNJfYjf,[],"[15, 12, 21, 26, 19, 2, 14, 8, 13, 20]"
qLz56ysJEpXEcy6fF,[],[]
CCRPCeZLG4njKJ99o,"[0, 0, 28, 131, 6, 0, 0]",[]
GpeHLbPhoDwLrhnH4,[1],[]
ExrZS4LCgx6yJShLu,[],[0]
zdHa8EhXE3mf65EFR,[],[]
gmrCu7KTRhnejvQsb,[],"[19, 0, 0, 18, 1]"
qepsoFPDCNudGjh9z,[7],"[31, 29, 55, 58, 37, 33, 14, 41, 55]"
39TPKYQ5Fb6ixnQnW,[],[27]
MqGToSzw4SJyw4exY,[0],"[2, 17, 10, 35, 2, 19]"
CaNXz5AznqKL7uwNA,[],[]
qyhpCasJTDc7mBbMF,"[0, 7]",[]
GsR4pDEaWFacnAyQT,[],"[26, 27, 35, 35, 25, 1, 62, 54, 1, 59, 67, 19, 19]"
2e6ewuF9BkcHkXt5M,[14],"[26, 27, 46, 0, 66, 54, 33, 69, 4, 2, 0, 59, 64]"
pCJkHmi9jDiQXegYW,"[2, 2, 4, 0, 18, 12, 6, 0, 0, 0]","[53, 0, 52, 52, 0, 59, 1, 30, 0, 63, 69]"
tqWpLjmDYP3nigudk,[],"[25, 28, 49, 48, 74, 58, 0, 1, 41, 67, 0, 70]"
Yp7bgcq8Wwrm72cjt,"[11, 1, 4, 11, 8, 14, 4, 0, 6, 12, 2, 2, 61, 25, 1]","[24, 12, 24, 21, 25, 0, 13, 14]"
AEfLYBEcND39n9JmG,[],"[14, 11, 21, 26, 25, 14, 8, 13, 20]"
KAaMgKMaX5E5XyozT,[],"[15, 11, 21, 26, 25, 8, 13, 20]"
i9grCMEBMcucLBCYt,[],[]
3EG7YJRTxXyJMf87J,[1],[]
XXnHjvToK5K7FSPNS,[],"[15, 24, 76, 58, 1, 0, 1, 39, 78, 68]"
ds8ynqk8CEFB4n3jG,[],[]
8FoSn5FEtsi6sdMvF,"[2, 0, 1, 5, 1, 3, 7, 1, 3, 24, 25, 0, 2]","[0, 26, 34, 5, 5, 48, 4, 11, 5, 3, 42, 0, 0, 0, 28, 32, 2, 33, 4, 0, 69, 63]"
8pzaAjHYtf273G8s3,[],"[8, 0, 32, 0, 29, 53, 54, 12, 26, 34, 64, 55, 67, 60, 16]"
cKnRWM2Xy3NS58szi,[1],[]
mCvH9ieS8S4QbTv65,[],[]
wZJcAZ7mE6h3SHRZH,[],"[0, 0, 0, 0, 0, 0, 0]"
zxcv2ksgRk3hpAHeD,"[17, 3]","[24, 0, 0, 25, 33, 0, 16, 4, 4, 21, 51, 0, 37, 70, 23, 67]"
MN53LTtSR8pTeaxor,[],[]
iT8Q5P9AB7Cgdh3gk,[],[66]
ysoTc3fC9WNDhTEFD,[],"[14, 11, 21, 26, 25, 21, 8, 13, 20]"
it6mwPeACehaocj67,[8],"[0, 27, 53, 0, 81, 69, 4, 4, 53, 0, 20, 6, 4, 104, 0, 8, 76, 72, 56, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5mBTfGAEwpAqAfDAd,[0],[]
562BgioPnN3KvH2QD,"[25, 15, 6, 3, 31, 68, 39]",[]
DJJoDRcrW9AELu64m,[],[]
7zQfYewtZgXDHqCkX,[],"[24, 26, 33, 0, 28, 24]"
8iFc6wPME69AL7gN8,[],[]
qBqE3tRXqvWTMb7dr,[],[]
uzYjF6ZyqXtt9XQDx,[],[]
yqQd2yz6wsEXYaSiq,[0],[]
NnpoK3iLvNQhHcR3g,[],[]
dmrtRisQuTHqZ6enC,[],[]
Y4wQwvc6L2oiBj9Y6,[],"[4, 28, 18, 15, 16, 2, 33, 32, 13, 13, 53]"
EY4r8vWuEGeXnbpBP,[],"[26, 30, 46, 6, 46, 66, 51, 1, 1, 1, 37, 59, 28, 63]"
kyyzdcTD9cmmgzHGn,[],[]
ZGjvFaL2aMtFzE6eJ,[],[]
ZH2Zi5BqxxwSF3CGF,"[0, 0, 2, 1, 3, 43, 33, 1]","[26, 27, 53, 20, 0, 64, 37, 37, 5, 2]"
MuHz3gvcCPqPPKHLk,"[1, 22]","[32, 33, 41, 0, 6, 27, 49, 64, 87, 74, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mxF2MEMN9bRiJSDD6,[],[0]
GsT8pTr4562Lo33Fs,"[1, 12]",[]
6pNYskQ2pq6dGNnc2,"[19, 79]","[294, 3, 39]"
AMwtnQZmi6rqzbvjz,"[4, 0, 3, 1, 0, 2]","[27, 2, 53, 0, 53, 0, 0, 63, 73, 0, 0, 2, 11, 1, 37, 2, 38, 57, 4, 51, 21, 1, 37, 0, 46, 29, 4, 2]"
aRrB6je3oRrGRK8dQ,[0],[]
J9AQfGSoeWxxv88WC,"[3, 4, 14]","[26, 0, 27, 14, 0, 14, 53, 0]"
snx4chTKytThD4f6m,[4],"[14, 11, 21, 26, 25, 10, 8, 13, 20, 0]"
azkD57nxdzoeBttmF,[],[]
xoHLmyDot5zbK5ED8,[35],"[37, 2]"
otzLwg6pp5MHYFtsp,"[2, 9, 1, 10, 55, 5, 86, 1, 1, 8, 31, 117, 2, 0, 0]",[]
zZYMpW8bgqbrX3jLH,[1],"[28, 0, 25, 33, 51, 60, 98, 55]"
rp5ggJ4rZgotLoiG7,"[20, 19]","[24, 25, 35, 56, 76, 27, 62, 18]"
9MDGDoPXoJLEbakDi,[],[]
au5Moa9mjJuQ6KQZr,"[12, 0, 5]","[13, 19, 42, 0, 14, 2, 29, 22, 1, 16, 14, 13, 4, 0, 8, 11, 21, 9, 16]"
amhnDtqXi4R3YArJj,[0],"[30, 4, 4, 108, 0, 0, 0, 3, 50, 157, 66, 2, 38, 69, 2, 2, 3, 3, 4, 8, 2, 53, 26, 67]"
mxuWnAfBpFCJ3Zuzw,[],"[14, 11, 21, 26, 25, 14, 8, 13, 20]"
o2pPzW5fzRKp4ddQc,"[124, 0, 51, 4, 6, 0, 43, 2, 41, 0, 0, 18]",[]
4gB49jD3STTpid8uR,[2],"[25, 51, 22, 22, 51, 29, 3, 2, 6, 0, 3, 3, 2, 54, 58, 8, 0]"
9ph7ZbtGWe2gBFCYp,[],[]
DYTGcXpzSpg3j3BAj,[],[]
PFpPTkMyFCa9wXWYB,[],[]
kBYg2ugiSXCpEMCy7,[],"[28, 0, 32, 55, 8, 10, 9, 15, 55, 0, 42, 2, 13, 54, 29, 49, 13, 61]"
BKvoDEMKSRkF8CSZq,"[5, 8, 0, 43, 0, 5, 34, 45, 6, 0, 4]","[0, 5, 10, 13]"
nLLNxDpbYY5cYx78g,[0],[]
G9P9tHT63KCr7zudH,[13],"[30, 26, 0, 48]"
RXqyGkRXWuhcWyok3,[36],"[13, 37]"
vFD2KZSaY9Y2QmgbZ,[],"[18, 90, 27, 8, 9, 37, 5, 151, 37, 39]"
ZxZCCFyqeH3Bjme3k,[],[36]
ZpG7jHL5yPv6uCm8C,"[2, 4]","[49, 27, 39, 3, 3, 1, 1, 0, 43, 1, 1, 7, 21, 3, 14, 14, 1, 40, 6]"
atQCMFrNTW9S93sMg,[],[]
BWDKruFXT5NsRhSer,[],[]
qGn78W2AKv4WRLAgy,[1],"[15, 16, 0, 0, 94, 43]"
i9fxpK5p98K8HbLD3,"[1, 4, 4, 30, 2, 129, 36, 39, 2]","[8, 47, 31, 63, 62, 0, 57, 41, 4, 33, 93, 1, 26, 15, 24, 55, 3, 35, 16, 1, 60]"
z9wqJPo3KWAb5gmjp,[0],[]
b3CTAo6gh9zDFYgjt,[],"[43, 25]"
97szMQdkknRFqeFLc,[7],"[0, 0, 48, 70, 25, 16, 12, 5, 5, 5]"
8CTiYGxedGbb7yH85,"[1, 6, 24]","[90, 12, 12, 5, 27, 5, 12, 2, 1, 14, 47, 1, 1, 2, 20, 16, 2]"
6TNxmjitqNvyFwoMD,"[23, 5]","[40, 18, 70, 8, 16, 18, 13, 44, 15, 5, 5, 5, 0, 41, 12, 29, 4, 36, 43, 4, 14, 30, 4, 4]"
mWDrcQ49NCeSoPuNm,[],"[47, 0, 140, 0, 63, 12, 10, 6, 8]"
XvSrvwRqoiM4AsAMR,[],"[20, 56, 5, 5, 0, 5, 42, 46, 20, 58, 1]"
fmRs9Dq4XMCx5wqKR,[],"[2, 8, 34]"
zCMRRvb4ayhnJMz4y,"[4, 32, 0, 8, 26, 39, 2]",[19]
FqC2zdf8MaZMgogDC,[],"[8, 91, 49, 20, 89, 0]"
fQcMaaSj5GzAcHfbf,"[21, 22, 2, 0]","[66, 2, 22, 24, 2, 26, 89, 7, 54, 91, 9, 81]"
s89u9hXWmQ44L5ppu,[],"[51, 84]"
GpnCt3zp5bjiyg3BX,"[3, 4, 3]","[55, 31, 0, 30, 24]"
aKSW6pGzLg8gzAJof,[],"[10, 52, 58, 17, 13, 13, 5, 17, 7, 13]"
ucquwtfpmLzLKnGKz,[],[]
xg8v5eAWNWbCDC65g,[],"[10, 18, 354, 153, 0, 38]"
23QEg5E9DkcDzbLFt,[],[]
L4LZiqZdK5AszNGyA,"[4, 5, 3, 6, 2, 6, 2, 7, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 2, 12]","[14, 14, 14, 35, 5, 32, 14, 56, 52, 8, 78, 26, 8, 18, 6, 6, 12, 2, 4, 28, 2, 21, 1, 14, 2, 6, 12, 8, 14, 14, 8, 4]"
GB5pctBh2mrmXTnWT,[],"[11, 22, 28, 21, 26, 5, 46, 31, 29, 5, 60, 8, 55, 74, 48, 18, 8]"
tZFAYauifuYzrNfHZ,"[2, 10, 43, 9, 115, 39, 2, 10, 24, 3]","[11, 21, 28, 21, 31, 30, 17, 32, 45, 35, 57, 49, 5, 91, 28, 30, 20, 85, 2, 49, 23, 4, 21, 8, 2, 5, 24, 8, 4, 1, 6, 5, 6, 1]"
9vbeLhkHAQxFucnra,[],[]
9DDcjecQHahnQCtdi,[],"[11, 27, 8, 13]"
SyaEivQ7DDJWzbvrp,[],"[34, 0, 55, 27, 0]"
Sj2CDFe3zMFni6HQC,"[2, 5, 2, 44, 0, 19]","[46, 0, 56, 0, 0, 0, 0, 50, 96, 86, 10, 64, 0, 99]"
oiTEyFT7Kd6m4JumD,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
yr9tRHQxWmbygSMFN,[],"[56, 24, 127, 36, 37, 32, 18]"
PPpC5n8nkTqiFJxwG,[],"[12, 55, 49, 14, 51, 54, 54, 93, 93, 74, 115, 60, 12, 4, 2, 4, 6, 12, 6, 8, 14, 4, 10, 0]"
9tKtxMfNYxgq3ToRc,[],"[33, 10, 99, 43, 24, 46, 47, 45, 43, 14, 81, 58, 101, 86, 23, 75, 220]"
v27vWhsroSd2vahx5,"[3, 1, 8, 17, 26, 1, 4]","[11, 21, 6, 21, 1, 16, 12, 0]"
j9oM7kobNPMQtFo39,[],"[0, 0, 0, 0, 0, 0, 16, 38, 20, 23, 23, 26, 34, 59]"
6t6frCgpYaHHfrrBd,"[1, 49, 1, 1, 69, 9, 13, 13]","[35, 56, 47, 58]"
6pc8nsR5yYL4xQmLL,"[1, 1, 56, 57, 56, 57]","[34, 45, 44, 43, 47, 88, 3, 21, 127]"
3L69RS28yrrgCvCvM,"[0, 7, 2, 5, 58, 39, 11]","[45, 50, 0, 65, 65, 95, 6, 10, 6, 6, 16, 119, 0, 30, 95, 99, 6, 2, 103, 40, 6, 4, 12, 2, 6, 6, 6, 6, 4, 3, 14, 26]"
ZzzWrCEFLczRbS465,[],[]
bA3cg56PY38yrtZH8,[4],[11]
jZyypiPQNubTKtsSp,[1],"[8, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
TSL7avQ3avJdZHuru,[2],"[33, 52, 16, 74, 18, 63, 3, 63, 17, 93, 132, 93, 2, 6, 93, 40, 6, 6, 6, 6, 12, 11, 6, 6, 12, 6, 13, 6, 6]"
5gap8mcSPDAHmsHpw,[],"[33, 52, 59, 2, 26, 155]"
As9ib7GtfyQZqGkdZ,[],[]
